query_pid,query_wid,n_rel,s1_rel_ranks,s1_first,s1_ap,s1_top1,cov_K5,hyb_first_K5,hyb_ap_K5,hyb_top1_K5,rr_first_K5,rr_ap_K5,hub_first_K5,hub_ap_K5,hub_top1_K5,cov_K10,hyb_first_K10,hyb_ap_K10,hyb_top1_K10,rr_first_K10,rr_ap_K10,hub_first_K10,hub_ap_K10,hub_top1_K10,cov_K20,hyb_first_K20,hyb_ap_K20,hyb_top1_K20,rr_first_K20,rr_ap_K20,hub_first_K20,hub_ap_K20,hub_top1_K20,cov_K30,hyb_first_K30,hyb_ap_K30,hyb_top1_K30,rr_first_K30,rr_ap_K30,hub_first_K30,hub_ap_K30,hub_top1_K30,cov_K50,hyb_first_K50,hyb_ap_K50,hyb_top1_K50,rr_first_K50,rr_ap_K50,hub_first_K50,hub_ap_K50,hub_top1_K50,cov_K100,hyb_first_K100,hyb_ap_K100,hyb_top1_K100,rr_first_K100,rr_ap_K100,hub_first_K100,hub_ap_K100,hub_top1_K100,cov_K200,hyb_first_K200,hyb_ap_K200,hyb_top1_K200,rr_first_K200,rr_ap_K200,hub_first_K200,hub_ap_K200,hub_top1_K200,cov_K500,hyb_first_K500,hyb_ap_K500,hyb_top1_K500,rr_first_K500,rr_ap_K500,hub_first_K500,hub_ap_K500,hub_top1_K500
P_102472,W_841,12,9;15;24;28;42;55;96;120;207;214;397;6229,9,0.08332208025991429,P_770718,0,9,0.08332208,P_168066,9,0.08332208,9,0.08332208,P_168066,1,2,0.11572949,P_168066,2,0.11572949,2,0.11572949,P_168066,2,2,0.13795171,P_168066,2,0.14628504,3,0.11156282,P_168066,4,2,0.12982781,P_168066,3,0.12043187,4,0.10114615,P_168066,5,3,0.10673254,P_168066,4,0.09827295,4,0.09075722,P_168066,7,6,0.08764969,P_168066,9,0.08351777,7,0.0757118,P_168066,8,13,0.05358117,P_273658,23,0.04836484,13,0.0473467,P_273658,11,26,0.03087787,P_273658,58,0.02553596,27,0.02558938,P_49080
P_102474,W_12992,12,9;17;18;24;28;29;30;32;43;49;64;2962,9,0.1683502576507709,P_746783,0,9,0.16835026,P_746783,9,0.16835026,9,0.16835026,P_675469,1,1,0.24242433,P_419611,1,0.24242433,1,0.24242433,P_419611,3,1,0.30206485,P_419611,1,0.33777914,1,0.29928708,P_419611,7,1,0.45057224,P_419611,1,0.50392174,1,0.45613079,P_419611,10,1,0.51663078,P_419611,1,0.56396517,1,0.63927423,P_419611,11,1,0.49892178,P_419611,1,0.48653501,1,0.62814548,P_419611,11,1,0.43588237,P_419611,1,0.38813649,1,0.59223334,P_419611,11,1,0.39218962,P_419611,1,0.32399066,1,0.56303082,P_419611
P_10253,W_10253,12,2;3;5;7;14;37;42;80;209;411;580;1188,2,0.2683772127174633,P_791484,3,1,0.37115499,P_293558,1,0.37115499,1,0.37115499,P_293558,4,1,0.40686928,P_293558,1,0.40686928,1,0.40686928,P_293558,5,1,0.44655182,P_293558,1,0.41996451,1,0.42340367,P_293558,5,1,0.4291907,P_293558,1,0.38768938,1,0.41182959,P_293558,7,1,0.43229069,P_293558,1,0.38388702,1,0.40420653,P_293558,8,1,0.40285481,P_293558,1,0.33548834,1,0.39030742,P_293558,8,1,0.385599,P_293558,1,0.28795491,1,0.37132825,P_293558,10,1,0.31451826,P_293558,1,0.23030849,1,0.31841588,P_293558
P_102533,W_27906,12,75;159;389;836;1219;1362;1382;1492;3078;3782;6019;7195,75,0.005533852879549606,P_248629,0,75,0.00553385,P_680832,75,0.00553385,75,0.00553385,P_680832,0,75,0.00553385,P_515625,75,0.00553385,75,0.00553385,P_658031,0,75,0.00553385,P_515625,75,0.00553385,75,0.00553385,P_658031,0,75,0.00553385,P_515625,75,0.00553385,75,0.00553385,P_658031,0,75,0.00553385,P_515625,75,0.00553385,75,0.00553385,P_668997,1,71,0.00559645,P_515625,69,0.00563047,47,0.00619579,P_668997,2,1,0.08791559,P_292573,1,0.08789833,1,0.08871589,P_292573,3,1,0.08793581,P_292573,1,0.08814066,1,0.08943053,P_292573
P_10257,W_100,12,333;886;909;2024;2534;2803;4481;5751;5846;6194;9545;9766,333,0.001928255398974502,P_595067,0,333,0.00192826,P_11143,333,0.00192826,333,0.00192826,P_757180,0,333,0.00192826,P_43127,333,0.00192826,333,0.00192826,P_651457,0,333,0.00192826,P_43127,333,0.00192826,333,0.00192826,P_651457,0,333,0.00192826,P_43127,333,0.00192826,333,0.00192826,P_128034,0,333,0.00192826,P_43127,333,0.00192826,333,0.00192826,P_128034,0,333,0.00192826,P_43127,333,0.00192826,333,0.00192826,P_128034,0,333,0.00192826,P_43127,333,0.00192826,333,0.00192826,P_128034,1,459,0.00185956,P_43127,459,0.00185956,478,0.00185234,P_128034
P_102577,W_102577,12,565;604;1111;1244;1381;1761;2430;2512;4458;5058;5787;6010,565,0.0026652798734427296,P_734073,0,565,0.00266528,P_130257,565,0.00266528,565,0.00266528,P_222678,0,565,0.00266528,P_130257,565,0.00266528,565,0.00266528,P_222678,0,565,0.00266528,P_130257,565,0.00266528,565,0.00266528,P_321414,0,565,0.00266528,P_130257,565,0.00266528,565,0.00266528,P_321414,0,565,0.00266528,P_130257,565,0.00266528,565,0.00266528,P_321414,0,565,0.00266528,P_321414,565,0.00266528,565,0.00266528,P_321414,0,565,0.00266528,P_321414,565,0.00266528,565,0.00266528,P_321414,0,565,0.00266528,P_205819,565,0.00266528,565,0.00266528,P_681987
P_10259,W_2768,12,2;5;17;82;94;173;215;264;286;422;2808;3499,2,0.11154149669294838,P_161163,2,1,0.17543039,P_9146,1,0.17543039,1,0.20320816,P_9146,2,1,0.14765261,P_9146,1,0.14765261,2,0.13376372,P_112416,3,1,0.18850228,P_9146,1,0.21350228,2,0.14405784,P_112416,3,2,0.13016895,P_481340,2,0.14178511,3,0.11211339,P_112416,3,2,0.12600228,P_481340,2,0.1357245,4,0.09162728,P_527203,5,2,0.11956206,P_481340,3,0.10212763,4,0.08656739,P_527203,6,2,0.13246921,P_481340,3,0.11551266,4,0.11101644,P_527203,10,4,0.08842074,P_481340,7,0.05106814,4,0.10410564,P_527203
P_102602,W_51980,12,10;11;50;153;160;274;557;631;741;1817;2734;4947,10,0.03920448700532019,P_37978,0,10,0.03920449,P_37978,10,0.03920449,10,0.03920449,P_37978,1,2,0.07253782,P_37978,1,0.11420449,1,0.11420449,P_17876,2,1,0.15460853,P_11215,1,0.18238631,1,0.18238631,P_11215,2,1,0.15460853,P_11215,1,0.18238631,1,0.18238631,P_11215,3,1,0.23988631,P_11215,1,0.26071964,1,0.26071964,P_237976,3,1,0.23988631,P_11215,1,0.21905297,1,0.26071964,P_237976,5,1,0.32506897,P_11215,1,0.29549911,1,0.34568041,P_237976,6,1,0.39820068,P_11215,1,0.36058289,1,0.42437579,P_237976
P_10261,W_10253,12,211;736;824;898;1230;1263;1872;2116;2645;2835;3402;6018,211,0.0036704091635883927,P_382363,0,211,0.00367041,P_416360,211,0.00367041,211,0.00367041,P_416360,0,211,0.00367041,P_416360,211,0.00367041,211,0.00367041,P_416360,0,211,0.00367041,P_416360,211,0.00367041,211,0.00367041,P_416360,0,211,0.00367041,P_416360,211,0.00367041,211,0.00367041,P_416360,0,211,0.00367041,P_416360,211,0.00367041,211,0.00367041,P_416360,0,211,0.00367041,P_416360,211,0.00367041,211,0.00367041,P_416360,0,211,0.00367041,P_792574,211,0.00367041,211,0.00367041,P_792574,1,256,0.00360099,P_792574,256,0.00360099,5,0.01994213,P_792574
P_102624,W_11794,12,441;466;1025;1078;1162;1190;2665;2668;2672;3052;4102;7214,441,0.003263063598229376,P_170285,0,441,0.00326306,P_170285,441,0.00326306,441,0.00326306,P_170285,0,441,0.00326306,P_170285,441,0.00326306,441,0.00326306,P_170285,0,441,0.00326306,P_156613,441,0.00326306,441,0.00326306,P_156613,0,441,0.00326306,P_542870,441,0.00326306,441,0.00326306,P_542870,0,441,0.00326306,P_542870,441,0.00326306,441,0.00326306,P_542870,0,441,0.00326306,P_542870,441,0.00326306,441,0.00326306,P_542870,0,441,0.00326306,P_542870,441,0.00326306,441,0.00326306,P_45129,2,61,0.0045367,P_372689,51,0.00483074,27,0.00664889,P_45129
P_102627,W_75372,12,57;165;223;993;1142;2366;3436;3752;4280;5174;6087;7413,57,0.005474274516129936,P_88793,0,57,0.00547427,P_88793,57,0.00547427,57,0.00547427,P_274328,0,57,0.00547427,P_88793,57,0.00547427,57,0.00547427,P_274328,0,57,0.00547427,P_98770,57,0.00547427,57,0.00547427,P_98770,0,57,0.00547427,P_98770,57,0.00547427,57,0.00547427,P_98770,0,57,0.00547427,P_98770,57,0.00547427,57,0.00547427,P_98770,1,99,0.00485404,P_98770,98,0.00486263,68,0.00523778,P_98770,2,181,0.00430861,P_214467,179,0.00431807,121,0.00459669,P_98770,3,44,0.00467103,P_404137,45,0.00462084,1,0.08635685,P_224666
P_102651,W_3097,12,1;2;20;54;57;72;140;163;205;315;543;651,1,0.21737882813631945,P_9562,2,1,0.21737883,P_9562,1,0.21737883,1,0.21737883,P_45114,2,1,0.21737883,P_9562,1,0.21737883,1,0.21737883,P_45114,3,1,0.28821216,P_9562,1,0.28821216,1,0.28821216,P_45114,3,1,0.28821216,P_9562,1,0.28821216,1,0.28821216,P_45114,3,1,0.28821216,P_9562,1,0.28821216,1,0.28821216,P_45114,6,1,0.50588017,P_9562,1,0.51778494,1,0.51778494,P_45114,8,1,0.65651903,P_9562,1,0.67619496,1,0.67619496,P_45114,10,1,0.69809936,P_9562,1,0.71085583,1,0.76053419,P_3097
P_102653,W_33804,12,2;3;6;9;23;33;43;134;198;1006;8606;12530,2,0.23253696419399814,P_45118,2,1,0.30198141,P_77111,1,0.30198141,1,0.30198141,P_77111,4,1,0.38994437,P_77111,1,0.38994437,1,0.38994437,P_77111,4,1,0.38994437,P_77111,1,0.38994437,1,0.38994437,P_77111,5,1,0.45516176,P_77111,1,0.45516176,1,0.45516176,P_77111,7,1,0.59311102,P_77111,1,0.59311102,1,0.59311102,P_77111,7,1,0.59311102,P_77111,1,0.59311102,1,0.59311102,P_77111,9,1,0.72660391,P_77111,1,0.75101469,1,0.73586317,P_77111,9,1,0.72660391,P_77111,1,0.75101469,1,0.73018135,P_77111
P_102710,W_10144,12,6;15;25;27;33;92;95;132;269;475;822;1110,6,0.08315613739118616,P_11936,0,6,0.08315614,P_11936,6,0.08315614,6,0.08315614,P_11936,1,1,0.15260058,P_4631,1,0.15260058,1,0.15260058,P_4631,2,1,0.2248228,P_4631,1,0.2248228,1,0.2248228,P_4631,4,1,0.3054183,P_4631,1,0.3054183,1,0.30664379,P_4631,5,1,0.37387864,P_4631,1,0.37387864,1,0.37545692,P_4631,7,1,0.49878855,P_4631,1,0.52486664,1,0.52928583,P_4631,8,1,0.58942547,P_4631,1,0.59812234,1,0.60438464,P_4631,10,1,0.66304954,P_36793,1,0.67815068,1,0.76312718,P_4631
P_102746,W_1033,12,154;421;1269;2693;2875;2972;3092;3169;3986;6116;7926;9803,154,0.0025120620962729824,P_8535,0,154,0.00251206,P_8535,154,0.00251206,154,0.00251206,P_8535,0,154,0.00251206,P_8535,154,0.00251206,154,0.00251206,P_8535,0,154,0.00251206,P_8535,154,0.00251206,154,0.00251206,P_8535,0,154,0.00251206,P_8535,154,0.00251206,154,0.00251206,P_8535,0,154,0.00251206,P_8535,154,0.00251206,154,0.00251206,P_8535,0,154,0.00251206,P_351826,154,0.00251206,154,0.00251206,P_597883,1,16,0.00717927,P_38007,10,0.01030427,28,0.00494713,P_597883,2,24,0.00576258,P_38007,22,0.00615282,54,0.00391955,P_597883
P_102802,W_20610,12,3;5;12;16;17;18;23;31;34;106;110;1718,3,0.24076891892161076,P_74624,2,1,0.34632447,P_419651,1,0.34632447,1,0.34632447,P_419651,2,1,0.34632447,P_419651,1,0.3185467,1,0.34632447,P_419651,6,1,0.54083176,P_419651,1,0.530148,1,0.54403689,P_419651,7,1,0.55632077,P_419651,1,0.56371426,1,0.59330827,P_419651,9,1,0.66313947,P_419651,1,0.67031768,1,0.68992519,P_419651,9,1,0.6274187,P_419651,1,0.62698766,1,0.67245207,P_432481,11,1,0.63036589,P_419651,1,0.61708432,1,0.74097559,P_432481,11,1,0.60586431,P_419651,1,0.5670237,1,0.71296479,P_432481
P_102917,W_5231,12,103;199;217;390;1320;1337;1516;1933;2683;3138;4091;5934,103,0.00601034597364913,P_411512,0,103,0.00601035,P_404397,103,0.00601035,103,0.00601035,P_404397,0,103,0.00601035,P_746548,103,0.00601035,103,0.00601035,P_404397,0,103,0.00601035,P_746548,103,0.00601035,103,0.00601035,P_404397,0,103,0.00601035,P_746548,103,0.00601035,103,0.00601035,P_404397,0,103,0.00601035,P_746548,103,0.00601035,103,0.00601035,P_404397,0,103,0.00601035,P_746548,103,0.00601035,103,0.00601035,P_404397,2,82,0.00676891,P_571935,75,0.00699003,81,0.0074006,P_548959,4,53,0.00764333,P_571935,43,0.00792101,48,0.00771288,P_548959
P_102950,W_3092,12,1;2;3;16;19;32;60;108;271;327;439;455,1,0.3338850484431735,P_23915,3,1,0.33388505,P_186439,1,0.33388505,1,0.33388505,P_395369,3,1,0.33388505,P_186439,1,0.33388505,1,0.33388505,P_395369,5,1,0.41233401,P_186439,1,0.41233401,1,0.40049689,P_395369,5,1,0.40917745,P_186439,1,0.40917745,1,0.39896503,P_395369,6,1,0.39427356,P_186439,1,0.39317707,1,0.41716356,P_395369,7,1,0.37617277,P_186439,1,0.37351944,1,0.40066309,P_395369,8,1,0.37001477,P_186439,1,0.36589752,1,0.38566424,P_395369,12,1,0.36748654,P_186439,1,0.3636656,1,0.38829476,P_395369
P_102984,W_4865,12,2;15;18;29;39;61;97;113;169;288;482;1892,2,0.11871657988552577,P_209175,1,2,0.11871658,P_426835,2,0.11871658,3,0.10482769,P_426835,1,4,0.09788325,P_426835,4,0.09788325,4,0.09788325,P_426835,3,1,0.17235067,P_418217,1,0.17010547,1,0.1858883,P_418217,4,1,0.24782062,P_262201,1,0.24328293,1,0.25583344,P_262201,5,1,0.31017493,P_442089,1,0.30471334,1,0.31090638,P_442089,7,1,0.32523614,P_442089,1,0.32830548,1,0.42921434,P_442089,9,1,0.43364727,P_668023,1,0.3956792,1,0.56557761,P_668023,11,1,0.38568354,P_668023,1,0.3685249,1,0.70417608,P_668023
P_102987,W_175,12,719;2660;4764;5646;7063;7597;7893;8183;8252;9172;11554;12544,719,0.0009110575811354082,P_741942,0,719,0.00091106,P_537947,719,0.00091106,719,0.00091106,P_537947,0,719,0.00091106,P_537947,719,0.00091106,719,0.00091106,P_537947,0,719,0.00091106,P_537947,719,0.00091106,719,0.00091106,P_537947,0,719,0.00091106,P_537947,719,0.00091106,719,0.00091106,P_537947,0,719,0.00091106,P_537947,719,0.00091106,719,0.00091106,P_537947,0,719,0.00091106,P_97765,719,0.00091106,719,0.00091106,P_537947,0,719,0.00091106,P_97765,719,0.00091106,719,0.00091106,P_537947,0,719,0.00091106,P_97765,719,0.00091106,719,0.00091106,P_3353
P_103,W_103,12,1;3;4;10;11;40;65;85;143;158;456;5399,1,0.31463297658162026,P_38010,3,1,0.31463298,P_38010,1,0.31463298,1,0.36324409,P_38010,4,1,0.35213298,P_38010,1,0.35213298,1,0.41324409,P_38010,5,1,0.3753653,P_38010,1,0.37073567,1,0.45869863,P_38010,5,1,0.34585141,P_38010,1,0.33601345,1,0.43488911,P_38010,6,1,0.3617535,P_38010,1,0.3636799,1,0.45461614,P_38010,8,1,0.42037274,P_38010,1,0.43205037,1,0.55715891,P_38010,10,1,0.45973279,P_138491,1,0.4408774,1,0.66051602,P_38010,11,1,0.41535677,P_138491,1,0.35057036,1,0.61534833,P_38010
P_103143,W_103129,12,125;217;817;1872;3327;3756;3941;4167;4501;6915;7235;9519,125,0.003004030697120097,P_373291,0,125,0.00300403,P_160621,125,0.00300403,125,0.00300403,P_544484,0,125,0.00300403,P_160621,125,0.00300403,125,0.00300403,P_544484,0,125,0.00300403,P_160621,125,0.00300403,125,0.00300403,P_544484,0,125,0.00300403,P_160621,125,0.00300403,125,0.00300403,P_544484,0,125,0.00300403,P_160621,125,0.00300403,125,0.00300403,P_544484,0,125,0.00300403,P_160621,125,0.00300403,125,0.00300403,P_544484,1,168,0.0028334,P_160621,167,0.00283637,171,0.00282469,P_544484,2,357,0.00217896,P_160621,371,0.00216846,366,0.0021828,P_544484
P_10317,W_13523,12,27;57;99;104;125;142;246;559;1353;1370;1579;1842,27,0.024445137342581663,P_320258,0,27,0.02444514,P_691070,27,0.02444514,27,0.02444514,P_691070,0,27,0.02444514,P_379848,27,0.02444514,27,0.02444514,P_691070,0,27,0.02444514,P_4012,27,0.02444514,27,0.02444514,P_220926,1,9,0.03061798,P_4012,4,0.04219205,6,0.03524761,P_220926,1,12,0.02830316,P_420882,8,0.03177538,9,0.03061798,P_65159,3,5,0.04566955,P_791011,4,0.05123231,6,0.04566767,P_791011,6,6,0.04290396,P_791011,7,0.04253417,5,0.04462206,P_791011,7,9,0.03095321,P_791011,14,0.0257103,4,0.03990609,P_791011
P_103197,W_53687,12,29;433;492;497;760;1002;1851;2204;2964;3503;3619;5074,29,0.007043472241163552,P_33498,0,29,0.00704347,P_134144,29,0.00704347,29,0.00704347,P_134144,0,29,0.00704347,P_134144,29,0.00704347,29,0.00704347,P_134144,0,29,0.00704347,P_134144,29,0.00704347,29,0.00704347,P_538614,1,28,0.0071461,P_134144,26,0.00737504,26,0.00737504,P_538614,1,48,0.00590602,P_424457,46,0.0059815,46,0.0059815,P_355166,1,92,0.00507571,P_424457,91,0.00508566,88,0.00511688,P_154337,1,180,0.00463287,P_424457,183,0.00462528,173,0.0046516,P_154337,4,147,0.00564319,P_424457,125,0.00599685,74,0.00651967,P_154337
P_103216,W_10717,12,4;6;390;413;683;745;951;1053;4345;4954;8218;9348,4,0.05314627999260749,P_271438,1,3,0.06009072,P_271438,3,0.06009072,2,0.07397961,P_271438,2,3,0.05612247,P_271438,3,0.05612247,2,0.07397961,P_271438,2,3,0.05083147,P_271438,3,0.05083147,2,0.07001136,P_271438,2,4,0.03647961,P_271438,6,0.02884072,3,0.04746446,P_1828,2,5,0.02877759,P_121429,9,0.02046109,3,0.04064628,P_1828,2,10,0.01693354,P_770874,19,0.01225447,7,0.02106956,P_1828,2,16,0.01199575,P_204067,42,0.00827368,15,0.01269489,P_204067,4,32,0.01008678,P_204067,81,0.00835907,21,0.01138622,P_204067
P_103233,W_272,12,1;2;3;5;6;7;8;11;12;17;45;96,1,0.733369054692584,P_11221,4,1,0.75003572,P_11221,1,0.75003572,1,0.75003572,P_11221,7,1,0.78624604,P_11221,1,0.78624604,1,0.78624604,P_272,10,1,0.85654461,P_11221,1,0.85654461,1,0.86412037,P_272,10,1,0.85654461,P_11221,1,0.85023148,1,0.86412037,P_272,11,1,0.89009581,P_11221,1,0.89097222,1,0.90486111,P_272,12,1,0.86582196,P_11221,1,0.86460538,1,0.93689084,P_272,12,1,0.82476159,P_11221,1,0.80786828,1,0.90846154,P_272,12,1,0.80281292,P_11221,1,0.76111907,1,0.89052288,P_272
P_103277,W_11471,12,16;1102;1161;1171;1178;1264;1291;1648;2063;2133;2564;5609,16,0.008755248903477042,P_638442,0,16,0.00875525,P_394550,16,0.00875525,16,0.00875525,P_394550,0,16,0.00875525,P_146609,16,0.00875525,16,0.00875525,P_579930,1,2,0.04521358,P_146609,2,0.04521358,1,0.08688025,P_477939,1,2,0.04521358,P_146609,2,0.04521358,1,0.08688025,P_477939,1,4,0.02438025,P_337751,4,0.02438025,1,0.08688025,P_477939,1,7,0.01545168,P_191123,8,0.01396358,1,0.08688025,P_477939,1,8,0.01396358,P_191123,15,0.00910247,3,0.03132469,P_590082,1,16,0.00875525,P_191123,31,0.00623509,3,0.03132469,P_590082
P_103279,W_39438,12,151;479;756;893;1039;1135;1521;1578;2380;2948;3286;3908,151,0.004383985701445828,P_103473,0,151,0.00438399,P_103473,151,0.00438399,151,0.00438399,P_103473,0,151,0.00438399,P_103473,151,0.00438399,151,0.00438399,P_103473,0,151,0.00438399,P_103473,151,0.00438399,151,0.00438399,P_103473,0,151,0.00438399,P_103473,151,0.00438399,151,0.00438399,P_103473,0,151,0.00438399,P_103473,151,0.00438399,151,0.00438399,P_103473,0,151,0.00438399,P_103473,151,0.00438399,151,0.00438399,P_103473,1,2,0.04549878,P_103473,1,0.08716544,2,0.04549878,P_103473,2,1,0.14237305,P_175718,1,0.17015083,1,0.17015083,P_292066
P_1033,W_1033,12,3;43;166;175;177;333;335;542;657;760;1231;1717,3,0.045456496035543296,P_173265,1,1,0.10101205,P_135672,1,0.10101205,1,0.10101205,P_135672,1,1,0.10101205,P_135672,1,0.10101205,1,0.10101205,P_135672,1,1,0.10101205,P_135672,1,0.10101205,1,0.10101205,P_135672,1,1,0.10101205,P_135672,1,0.10101205,1,0.10101205,P_135672,2,1,0.10083979,P_135672,1,0.10092396,1,0.10824719,P_135672,2,1,0.09930058,P_135672,3,0.04371728,1,0.10354634,P_135672,5,1,0.10502191,P_135672,5,0.04107869,1,0.19618437,P_135672,7,2,0.06012626,P_174871,7,0.03044711,1,0.16282955,P_135672
P_103374,W_5363,12,31;60;86;109;526;937;1889;2643;3013;5384;5942;10202,31,0.013973824380041341,P_11806,0,31,0.01397382,P_433843,31,0.01397382,31,0.01397382,P_11806,0,31,0.01397382,P_11806,31,0.01397382,31,0.01397382,P_11806,0,31,0.01397382,P_433843,31,0.01397382,31,0.01397382,P_11806,0,31,0.01397382,P_433843,31,0.01397382,31,0.01397382,P_11806,1,1,0.09461899,P_46734,1,0.09461899,1,0.09461899,P_46734,3,1,0.11123815,P_46734,1,0.11948979,1,0.14845804,P_46734,4,1,0.10846608,P_46734,1,0.11251467,1,0.1583349,P_46734,4,1,0.10018016,P_46734,1,0.09828719,1,0.13778089,P_46734
P_103376,W_2966,12,3;20;26;34;61;101;129;156;166;258;323;458,3,0.08887641139440007,P_547797,1,2,0.1027653,P_547797,2,0.1027653,2,0.1027653,P_547797,1,3,0.08887641,P_208466,3,0.08887641,3,0.08887641,P_547797,2,6,0.07707086,P_620062,6,0.07707086,6,0.07707086,P_408298,3,6,0.08283246,P_620062,8,0.08398986,6,0.08457504,P_408298,4,6,0.08159868,P_620062,11,0.07699495,9,0.07683144,P_408298,5,10,0.05995356,P_21993,25,0.05458878,18,0.05621907,P_408298,9,18,0.04282535,P_236429,48,0.03857337,26,0.04139229,P_408298,12,32,0.02467669,P_236429,115,0.02140686,59,0.02401775,P_448332
P_10338,W_10338,12,1;2;3;4;5;6;7;14;33;649;1424;3197,1,0.6559202002228354,P_81704,5,1,0.6559202,P_81704,1,0.6559202,1,0.6559202,P_31548,7,1,0.6559202,P_81704,1,0.6559202,1,0.6559202,P_31548,8,1,0.67195856,P_81704,1,0.67195856,1,0.64616491,P_31548,8,1,0.67195856,P_31548,1,0.67195856,1,0.64616491,P_31548,9,1,0.72782977,P_31548,1,0.72042236,1,0.68421205,P_31548,9,1,0.72782977,P_31548,1,0.70993285,1,0.69241912,P_31548,9,1,0.72214795,P_31548,1,0.68027085,1,0.68155082,P_31548,9,1,0.71321938,P_31548,1,0.65429779,1,0.65865215,P_31548
P_103433,W_1282,12,11;322;591;1617;1755;2880;3460;3513;3565;4190;5130;7871,11,0.010206904654473275,P_686879,0,11,0.0102069,P_690346,11,0.0102069,11,0.0102069,P_690346,0,11,0.0102069,P_173675,11,0.0102069,11,0.0102069,P_690346,1,1,0.08596448,P_644348,1,0.08596448,1,0.08596448,P_644348,1,1,0.08596448,P_644348,1,0.08596448,2,0.04429781,P_399215,1,1,0.08596448,P_644348,1,0.08596448,2,0.04429781,P_399215,1,1,0.08596448,P_644348,1,0.08596448,2,0.04429781,P_399215,1,1,0.08596448,P_644348,1,0.08596448,2,0.04429781,P_399215,2,1,0.08581318,P_644348,1,0.08581643,2,0.04413332,P_399215
P_103452,W_35206,12,598;612;820;1090;1159;1299;1468;1661;1898;2252;4621;10028,598,0.0036288052430386197,P_713018,0,598,0.00362881,P_387380,598,0.00362881,598,0.00362881,P_391863,0,598,0.00362881,P_756521,598,0.00362881,598,0.00362881,P_756521,0,598,0.00362881,P_756521,598,0.00362881,598,0.00362881,P_334032,0,598,0.00362881,P_756521,598,0.00362881,598,0.00362881,P_334032,0,598,0.00362881,P_170912,598,0.00362881,598,0.00362881,P_334032,0,598,0.00362881,P_170912,598,0.00362881,598,0.00362881,P_334032,0,598,0.00362881,P_372689,598,0.00362881,598,0.00362881,P_372689,0,598,0.00362881,P_372689,598,0.00362881,598,0.00362881,P_372689
P_103454,W_4884,12,1164;2136;2366;2559;2862;2961;4951;5486;5510;6491;7176;8274,1164,0.00145243311737259,P_22974,0,1164,0.00145243,P_132049,1164,0.00145243,1164,0.00145243,P_333362,0,1164,0.00145243,P_132049,1164,0.00145243,1164,0.00145243,P_333362,0,1164,0.00145243,P_479150,1164,0.00145243,1164,0.00145243,P_580987,0,1164,0.00145243,P_479150,1164,0.00145243,1164,0.00145243,P_580987,0,1164,0.00145243,P_686148,1164,0.00145243,1164,0.00145243,P_775013,0,1164,0.00145243,P_732730,1164,0.00145243,1164,0.00145243,P_775013,0,1164,0.00145243,P_723805,1164,0.00145243,1164,0.00145243,P_775013,0,1164,0.00145243,P_226375,1164,0.00145243,1164,0.00145243,P_524806
P_103473,W_10906,12,64;122;145;173;335;366;491;753;858;920;1914;2474,64,0.013665478061248112,P_103279,0,64,0.01366548,P_770918,64,0.01366548,64,0.01366548,P_770918,0,64,0.01366548,P_770918,64,0.01366548,64,0.01366548,P_770918,0,64,0.01366548,P_770918,64,0.01366548,64,0.01366548,P_525200,0,64,0.01366548,P_744091,64,0.01366548,64,0.01366548,P_744091,0,64,0.01366548,P_744091,64,0.01366548,64,0.01366548,P_744091,1,4,0.03319673,P_744091,3,0.04014117,1,0.09569673,P_130151,4,2,0.08038286,P_744091,1,0.11814553,1,0.17933533,P_86946,7,2,0.07451573,P_744091,1,0.1043399,1,0.17885742,P_86946
P_103475,W_4884,12,6;43;270;366;376;526;621;1833;2478;3247;4016;11430,6,0.023838357939293408,P_379591,0,6,0.02383836,P_134258,6,0.02383836,6,0.02383836,P_134258,1,8,0.02036614,P_134258,8,0.02036614,5,0.02661614,P_134258,1,11,0.01752523,P_134258,12,0.01689391,6,0.02383836,P_134258,1,15,0.01550502,P_134258,18,0.0145791,9,0.01920873,P_134258,2,2,0.05348729,P_134258,1,0.09445734,1,0.0998235,P_589687,2,3,0.03747447,P_134258,2,0.05066414,1,0.09635128,P_589687,2,3,0.03560566,P_45506,4,0.02833133,1,0.0922804,P_589687,5,7,0.02064125,P_575477,14,0.01472289,1,0.16913843,P_589687
P_103476,W_86939,12,32;48;123;278;662;740;1382;2101;2995;5470;6367;8826,32,0.01201247092142771,P_140479,0,32,0.01201247,P_424850,32,0.01201247,32,0.01201247,P_140479,0,32,0.01201247,P_663916,32,0.01201247,32,0.01201247,P_663916,0,32,0.01201247,P_663916,32,0.01201247,32,0.01201247,P_663916,0,32,0.01201247,P_777314,32,0.01201247,32,0.01201247,P_432124,2,1,0.09297312,P_93053,1,0.09314538,1,0.09323767,P_93053,2,1,0.09112127,P_93053,1,0.09116335,1,0.09116335,P_93053,3,1,0.1719988,P_93053,1,0.17197472,1,0.17204952,P_93053,4,1,0.1728674,P_93053,1,0.17280507,1,0.18212629,P_93053
