query_pid,query_wid,fold,p_no_cover_oof,y_no_cover
P_126372,W_13687,3,0.488373,1
P_126395,W_27477,3,0.423559,0
P_126396,W_5095,4,0.594058,0
P_126409,W_7818,4,0.780575,1
P_126431,W_7213,0,0.699223,0
P_126432,W_10901,2,0.672261,1
P_126434,W_4816,2,0.652704,0
P_126445,W_9626,2,0.481062,0
P_126446,W_9626,2,0.12552,1
P_126451,W_6292,2,0.377006,1
P_12656,W_662,2,0.161264,0
P_12658,W_9103,1,0.546041,1
P_12659,W_2301,3,0.198755,0
P_126898,W_21828,3,0.096877,0
P_126951,W_3497,1,0.683202,0
P_127072,W_8339,0,0.52592,1
P_127089,W_13208,1,0.157421,0
P_127142,W_3995,4,0.063541,0
P_127302,W_94,3,0.280225,0
P_127327,W_7550,2,0.245781,0
P_127330,W_94,3,0.204611,1
P_127410,W_3074,2,0.055683,0
P_127420,W_48,0,0.182769,1
P_127428,W_10685,2,0.475218,1
P_127489,W_4775,3,0.318718,0
P_127491,W_4012,3,0.595155,0
P_1276,W_1276,4,0.075413,0
P_1278,W_1278,0,0.051106,0
P_12784,W_3321,2,0.623879,0
P_12786,W_3904,1,0.818221,1
P_127887,W_11850,0,0.712725,1
P_127888,W_11850,0,0.589737,1
P_1279,W_1278,0,0.229738,0
P_127907,W_1308,0,0.562948,0
P_127917,W_14354,0,0.483066,0
P_12792,W_12792,3,0.593476,0
P_127921,W_32711,2,0.697795,1
P_128034,W_5368,3,0.211544,0
P_128187,W_69970,2,0.167241,0
P_128283,W_3529,2,0.487104,0
P_1283,W_1282,2,0.232502,0
P_128365,W_179,3,0.338468,1
P_128392,W_113615,4,0.084571,0
P_128395,W_3964,1,0.208947,0
P_12858,W_1108,3,0.139242,0
P_12861,W_2145,0,0.743948,1
P_12864,W_11841,4,0.144157,0
P_128673,W_82985,4,0.490149,1
P_128674,W_2968,4,0.664271,1
P_128709,W_31725,2,0.785405,0
P_12877,W_6616,4,0.305029,1
P_128782,W_14809,2,0.293018,0
P_1288,W_625,0,0.103148,1
P_128902,W_55861,0,0.421271,0
P_129019,W_47901,1,0.375467,0
P_129045,W_93644,0,0.788647,0
P_129070,W_20710,2,0.607819,1
P_129086,W_2083,2,0.358109,1
P_129091,W_1002,3,0.700654,1
P_129093,W_343,4,0.203093,1
P_129127,W_109122,1,0.538102,1
P_129373,W_114394,1,0.631069,0
P_129386,W_114394,1,0.832431,1
P_129391,W_114394,1,0.716806,0
P_129393,W_114394,1,0.710692,1
P_129396,W_114394,1,0.795432,1
P_129467,W_56366,4,0.694422,1
P_129468,W_62086,3,0.66231,1
P_129504,W_114408,2,0.65779,0
P_129505,W_114408,2,0.727687,1
P_129521,W_83881,4,0.705628,1
P_129538,W_9350,2,0.691537,0
P_129541,W_114408,2,0.765492,1
P_129553,W_114408,2,0.752305,1
P_129653,W_4277,0,0.327019,0
P_12968,W_12968,4,0.295147,0
P_12972,W_12972,4,0.659884,1
P_12974,W_12972,4,0.75052,0
P_129865,W_114490,1,0.638732,1
P_129867,W_114490,1,0.657777,1
P_129914,W_22945,0,0.279003,0
P_12992,W_12992,4,0.086223,0
P_129935,W_87758,0,0.325139,0
P_12997,W_6417,3,0.281073,0
P_130017,W_78838,3,0.653537,1
P_130024,W_35395,2,0.569043,1
P_13005,W_1924,2,0.19529,0
P_130151,W_10906,4,0.680856,1
P_130257,W_13204,0,0.731253,1
P_130260,W_1033,0,0.184268,1
P_130313,W_20036,0,0.72692,1
P_130388,W_10581,3,0.582837,1
P_130389,W_20120,1,0.707532,0
P_130499,W_13549,0,0.828226,0
P_1305,W_1305,2,0.130586,0
P_130543,W_2976,2,0.527328,0
P_130565,W_5616,3,0.369457,0
P_130750,W_34568,3,0.271116,1
P_130754,W_34568,3,0.623114,1
P_130755,W_34568,3,0.17251,0
P_130766,W_546,1,0.67932,1
P_130821,W_114606,2,0.774128,0
P_130822,W_114606,2,0.774532,1
P_130828,W_114608,4,0.666425,1
P_130829,W_114608,4,0.733298,0
P_130921,W_11641,0,0.714067,0
P_131025,W_30235,3,0.810027,1
P_131026,W_7229,1,0.750603,1
P_131028,W_34907,3,0.432334,1
P_131030,W_10852,4,0.78074,1
P_13114,W_167,1,0.160738,0
P_131172,W_30235,3,0.768205,1
P_13118,W_5917,2,0.178147,0
P_131220,W_6216,3,0.181329,1
P_131221,W_7312,2,0.342934,0
P_13127,W_13127,4,0.365151,0
P_131288,W_10847,1,0.684925,1
P_131290,W_10847,1,0.669108,0
P_131292,W_10847,1,0.689578,0
P_131293,W_10847,1,0.681182,1
P_131295,W_10847,1,0.783004,1
P_131296,W_92417,1,0.795379,1
P_131298,W_35395,2,0.525661,1
P_131300,W_10847,1,0.604289,1
P_13132,W_5917,2,0.113885,0
P_131376,W_2081,0,0.128845,0
P_131379,W_9358,4,0.570694,0
P_131398,W_68897,1,0.358802,1
P_131511,W_51980,1,0.740171,0
P_13159,W_5917,2,0.310781,0
P_131630,W_1276,4,0.254366,0
P_131738,W_13208,1,0.302914,0
P_131813,W_34568,3,0.139249,0
P_131859,W_4887,1,0.652451,1
P_131874,W_706,0,0.58565,0
P_131927,W_114742,2,0.586109,0
P_131929,W_114742,2,0.710207,0
P_131936,W_114742,2,0.796322,1
P_131960,W_114606,2,0.600402,0
P_131965,W_114742,2,0.737863,0
P_131984,W_114742,2,0.687626,1
P_13204,W_13204,0,0.177424,0
P_132041,W_114742,2,0.73868,1
P_132045,W_114742,2,0.59012,1
P_132049,W_114742,2,0.755513,1
P_132051,W_9158,1,0.629599,0
P_132052,W_20088,1,0.826803,1
P_132053,W_4814,4,0.746657,1
P_132071,W_64372,3,0.757522,1
P_13216,W_13216,3,0.396753,0
P_132182,W_64593,1,0.599439,0
P_13222,W_13222,0,0.165642,0
P_132245,W_114742,2,0.621885,1
P_13232,W_2085,3,0.120758,0
P_132368,W_62433,0,0.572738,1
P_132412,W_40034,1,0.155788,1
P_132413,W_68472,3,0.296177,1
P_132436,W_1769,0,0.362167,0
P_132470,W_9704,2,0.618447,0
P_132518,W_1033,0,0.368996,0
P_132570,W_34907,3,0.630572,1
P_132577,W_9263,3,0.796017,0
P_132584,W_4916,0,0.692297,1
P_132586,W_68063,2,0.662246,1
P_132649,W_4922,0,0.597397,1
P_132656,W_112097,3,0.821926,1
P_132657,W_79329,3,0.749051,1
P_132660,W_114810,0,0.690441,1
P_132663,W_114810,0,0.792695,0
P_132758,W_4012,3,0.447396,0
P_132979,W_4681,1,0.714193,1
P_132996,W_5216,1,0.308417,1
P_13302,W_4755,3,0.055668,0
P_133129,W_19789,1,0.544124,1
P_133357,W_4749,1,0.090202,0
P_133519,W_4702,2,0.667886,1
P_133523,W_4694,4,0.418548,1
P_133524,W_8543,3,0.804178,1
P_133785,W_40971,2,0.295322,1
P_133831,W_656,1,0.041183,0
P_133832,W_4267,0,0.096909,0
P_133833,W_25000,4,0.009477,0
P_133836,W_7245,0,0.147011,0
P_13385,W_167,1,0.359847,0
P_133941,W_1939,1,0.808564,1
P_133946,W_27894,2,0.810492,1
P_133981,W_55068,4,0.117734,0
P_133982,W_12972,4,0.640099,1
P_134053,W_55068,4,0.494774,1
P_134120,W_3097,1,0.546167,1
P_134125,W_14238,2,0.445028,0
P_134144,W_4681,1,0.749377,1
P_134145,W_3266,0,0.384387,1
P_134175,W_10838,2,0.763496,0
P_13421,W_5555,3,0.510919,0
P_134245,W_5102,0,0.693231,0
P_13425,W_5555,3,0.18975,0
P_134250,W_9719,0,0.181137,1
P_134258,W_10914,1,0.636378,1
P_134262,W_55068,4,0.151442,1
P_13431,W_5555,3,0.025618,0
P_134349,W_22,0,0.41697,0
P_134352,W_13440,2,0.676666,1
P_134355,W_114947,1,0.497569,1
P_13440,W_13440,2,0.438887,0
P_134414,W_87758,0,0.337983,1
P_13447,W_4468,0,0.251125,0
P_134476,W_4681,1,0.616808,1
P_134587,W_1795,3,0.26209,0
P_134660,W_4217,3,0.624679,1
P_134661,W_4829,4,0.69981,1
P_134662,W_4687,2,0.60486,1
P_134695,W_625,0,0.384152,0
P_1347,W_1347,4,0.656608,0
P_134711,W_55068,4,0.106469,0
P_134730,W_4681,1,0.811533,0
P_134742,W_4690,0,0.773991,1
P_134764,W_55068,4,0.156176,0
P_134765,W_55068,4,0.285038,1
P_134767,W_55068,4,0.146718,1
P_134783,W_50939,2,0.323573,0
P_1348,W_1347,4,0.65716,1
P_135031,W_7245,0,0.134685,0
P_135060,W_21826,2,0.472276,1
P_135061,W_50523,2,0.659306,1
P_135084,W_45948,4,0.611272,0
P_13513,W_2271,1,0.467253,0
P_13522,W_3063,0,0.730966,1
P_13523,W_13523,4,0.436544,0
P_1353,W_1353,0,0.54974,0
P_13552,W_13552,4,0.627686,0
P_135528,W_11358,1,0.357539,0
P_135595,W_10901,2,0.798153,1
P_135628,W_115054,1,0.199213,0
P_135643,W_115054,1,0.159532,0
P_13566,W_4762,3,0.164929,0
P_135668,W_10902,1,0.66265,1
P_135670,W_4689,3,0.6729,1
P_135672,W_1033,0,0.422399,0
P_135675,W_5440,3,0.534991,1
P_135677,W_4849,1,0.661964,1
P_135695,W_18505,1,0.635503,0
P_135738,W_18505,1,0.508398,0
P_135759,W_18505,1,0.716052,1
P_135793,W_18505,1,0.643982,1
P_1359,W_1353,0,0.497658,1
P_135935,W_303,3,0.259747,0
P_136020,W_9262,1,0.728651,1
P_136132,W_18505,1,0.647995,0
P_136182,W_52177,2,0.745283,0
P_136185,W_26461,3,0.666895,1
P_136233,W_18505,1,0.444761,0
P_136281,W_1278,0,0.092891,0
P_1364,W_1364,3,0.705456,0
P_136457,W_1443,0,0.302095,0
P_13658,W_4012,3,0.244835,1
P_1367,W_1364,3,0.714903,0
P_136809,W_3270,0,0.420332,0
P_13687,W_13687,3,0.424237,1
P_136870,W_6807,3,0.496788,0
P_136908,W_24522,3,0.695561,1
P_13695,W_13695,1,0.248547,0
P_13698,W_13698,1,0.685137,1
P_137291,W_115249,2,0.77515,1
P_137292,W_115249,2,0.702376,1
P_137293,W_115249,2,0.761239,1
P_137294,W_115249,2,0.71742,0
P_137296,W_115249,2,0.723367,1
P_137375,W_115251,3,0.571225,1
P_137414,W_10914,1,0.423287,1
P_137485,W_994,2,0.194274,0
P_137537,W_29060,0,0.769433,0
P_137556,W_11484,3,0.631439,1
P_137558,W_9576,4,0.510605,0
P_137588,W_53351,4,0.726812,1
P_137590,W_115249,2,0.604541,0
P_1376,W_1376,1,0.269358,0
P_137629,W_5233,4,0.598501,1
P_137708,W_103771,3,0.741608,1
P_137716,W_74245,4,0.595554,0
P_137740,W_11649,1,0.733369,0
P_137764,W_40199,4,0.473029,1
P_1378,W_1378,4,0.775528,0
P_13805,W_1409,4,0.303422,1
P_13807,W_1308,0,0.180824,0
P_138093,W_42631,3,0.430666,0
P_138116,W_3599,1,0.348341,1
P_138156,W_10907,3,0.438361,0
P_13831,W_7032,0,0.058896,0
P_13832,W_6536,2,0.225457,0
P_138459,W_3599,1,0.710541,0
P_138491,W_103,2,0.195537,0
P_138508,W_10216,1,0.751042,1
P_138614,W_2271,1,0.146848,0
P_138652,W_27913,2,0.795797,0
P_13869,W_2911,0,0.503566,0
P_138718,W_5071,4,0.495731,0
P_138719,W_8824,2,0.402166,1
P_138721,W_4354,3,0.226077,0
P_138722,W_3061,1,0.488634,1
P_138727,W_5216,1,0.158353,0
P_138731,W_40419,2,0.724438,0
P_13888,W_3170,4,0.316861,1
P_13895,W_1130,2,0.572836,1
P_138967,W_32595,1,0.120422,0
P_139000,W_9665,2,0.58746,1
P_13908,W_3211,3,0.200265,0
P_139092,W_3599,1,0.540923,0
P_139161,W_3599,1,0.451025,0
P_139304,W_6730,0,0.557741,0
P_139305,W_6730,0,0.420172,0
P_139401,W_4217,3,0.68842,0
P_139431,W_11823,4,0.666936,0
P_139457,W_299,1,0.435695,1
P_139673,W_111952,3,0.683761,1
P_139768,W_3599,1,0.736228,0
P_139835,W_32408,2,0.479647,0
P_139969,W_22084,1,0.22239,0
P_140021,W_7279,4,0.13109,0
P_140023,W_2976,2,0.503751,0
P_140165,W_3599,1,0.590147,1
P_140166,W_65381,2,0.35713,1
P_14019,W_14019,3,0.510135,0
P_140200,W_45675,2,0.204045,0
P_140236,W_64445,2,0.330948,0
P_140237,W_113724,0,0.100565,1
P_140253,W_113615,4,0.337289,0
P_140376,W_3599,1,0.535866,0
P_14040,W_14019,3,0.369424,0
P_140410,W_3599,1,0.445222,0
P_140445,W_2145,0,0.656619,0
P_140473,W_29078,1,0.785044,1
P_140475,W_3599,1,0.549754,0
P_140478,W_115692,2,0.711209,0
P_140479,W_40924,0,0.546755,1
P_140497,W_546,1,0.455057,0
P_140587,W_42488,0,0.599328,0
P_140598,W_115707,2,0.650255,1
P_140737,W_28493,4,0.828167,1
P_140792,W_115728,4,0.14138,0
P_140793,W_115728,4,0.107061,0
P_140865,W_115249,2,0.756037,0
P_140874,W_4685,2,0.822679,1
P_140886,W_43012,3,0.706297,0
P_140894,W_115707,2,0.415774,1
P_1409,W_1409,4,0.153864,0
P_141062,W_115707,2,0.599766,1
P_141084,W_19417,4,0.795019,1
P_141095,W_10848,3,0.780364,0
P_141097,W_11473,3,0.725137,1
P_1411,W_994,2,0.470568,1
P_141101,W_10847,1,0.66422,1
P_1412,W_1412,1,0.476888,0
P_141269,W_115814,2,0.226495,0
P_141280,W_58783,4,0.596018,1
P_141284,W_5440,3,0.511635,1
P_14137,W_8387,2,0.242747,0
P_141458,W_115707,2,0.562382,0
P_141475,W_20122,4,0.674107,1
P_141499,W_82985,4,0.821382,1
P_141562,W_9703,3,0.559497,0
P_141563,W_23116,0,0.533121,1
P_141592,W_11785,3,0.177887,0
P_141593,W_22286,0,0.138402,0
P_141594,W_9132,3,0.207439,0
P_141597,W_5071,4,0.295785,0
P_141604,W_10528,3,0.485008,1
P_141608,W_12542,1,0.240865,0
P_141619,W_12542,1,0.205434,0
P_141718,W_7279,4,0.325651,0
P_141768,W_26939,0,0.431435,0
P_141912,W_9262,1,0.776158,1
P_141972,W_10852,4,0.478251,1
P_141976,W_11859,4,0.745001,1
P_14198,W_10144,4,0.066017,0
P_141991,W_4843,1,0.828093,1
P_141996,W_20049,1,0.748922,1
P_14204,W_623,4,0.098976,0
P_14205,W_11898,0,0.372962,1
P_142111,W_73656,0,0.517683,1
P_142176,W_23116,0,0.747607,1
P_14225,W_226,3,0.029916,0
P_142330,W_3858,0,0.189954,0
P_14238,W_14238,2,0.468746,0
P_14251,W_14238,2,0.332396,0
P_14254,W_14238,2,0.6543,0
P_14261,W_14238,2,0.233701,1
P_14263,W_14238,2,0.451796,1
P_14264,W_10141,4,0.135706,0
P_14272,W_14238,2,0.642024,0
P_142727,W_7116,4,0.390639,1
P_14273,W_14238,2,0.388061,0
P_142740,W_7084,0,0.568119,0
P_14275,W_14238,2,0.540742,0
P_142804,W_1362,1,0.608102,1
P_142968,W_115054,1,0.220422,0
P_143115,W_5697,2,0.201356,0
P_143186,W_6939,1,0.433362,0
P_143322,W_113724,0,0.219923,1
P_14342,W_5388,1,0.22051,0
P_14348,W_4468,0,0.302983,0
P_14349,W_4468,0,0.214973,0
P_14350,W_4468,0,0.447946,0
P_14352,W_6403,3,0.403411,0
P_14354,W_14354,0,0.652057,1
P_14355,W_14354,0,0.643012,1
P_143552,W_1983,3,0.449492,0
P_14356,W_14354,0,0.289219,0
P_143634,W_10581,3,0.548111,0
P_143647,W_7257,3,0.612164,1
P_143653,W_21826,2,0.602831,1
P_143661,W_11817,2,0.66283,1
P_143672,W_30326,0,0.62147,1
P_143699,W_30326,0,0.631456,1
P_143752,W_13208,1,0.039639,0
P_143757,W_22084,1,0.158912,0
P_14379,W_14379,0,0.23529,1
P_143796,W_111535,0,0.117243,0
P_14380,W_14379,0,0.229016,0
P_14387,W_3978,1,0.171556,0
P_143960,W_115728,4,0.276457,0
P_144067,W_115054,1,0.160546,0
P_144097,W_11471,2,0.825734,1
P_144099,W_375,4,0.472315,0
P_144115,W_10154,4,0.400606,0
P_14414,W_1278,0,0.092067,0
P_1443,W_1443,0,0.149554,0
P_144383,W_40419,2,0.531239,1
P_14446,W_1033,0,0.302943,0
P_144503,W_31360,2,0.832958,0
P_144666,W_4692,0,0.250441,1
P_144682,W_2768,4,0.430894,1
P_144706,W_10788,1,0.393449,1
P_144724,W_3170,4,0.377044,0
P_144727,W_6102,0,0.270756,0
P_144774,W_209,0,0.189076,0
P_144786,W_3237,4,0.668566,1
P_144811,W_14969,1,0.620621,1
P_144815,W_3673,0,0.860434,1
P_144821,W_9508,3,0.571999,1
P_144822,W_2474,1,0.880142,1
P_14485,W_14485,3,0.045301,0
P_14486,W_14485,3,0.03441,0
P_144862,W_679,2,0.272107,0
P_144863,W_679,2,0.245512,1
P_144864,W_679,2,0.271115,0
P_144869,W_679,2,0.273872,0
P_144877,W_867,3,0.139125,0
P_144916,W_100,4,0.380547,1
P_145006,W_53687,2,0.702653,1
P_14501,W_14501,0,0.163994,0
P_14502,W_14501,0,0.248773,0
P_14504,W_14501,0,0.538055,0
P_145056,W_53687,2,0.369719,1
P_145071,W_5616,3,0.728093,0
P_145072,W_1002,3,0.177592,0
P_145075,W_49809,4,0.265658,1
P_145078,W_1278,0,0.201392,1
P_1453,W_22,0,0.757294,0
P_145396,W_10576,2,0.651988,0
P_145397,W_13873,4,0.715251,0
P_145401,W_9290,4,0.489586,0
P_145429,W_87425,0,0.820869,1
P_145430,W_11667,3,0.802083,1
P_145432,W_5440,3,0.746601,1
P_1455,W_1454,0,0.403427,1
P_14560,W_5118,4,0.102142,0
P_145667,W_9290,4,0.539509,0
P_145670,W_4841,1,0.59593,0
P_145673,W_10851,4,0.642112,1
P_145678,W_5552,4,0.794057,1
P_145822,W_116516,4,0.143835,0
P_145830,W_116516,4,0.108802,1
P_145834,W_116516,4,0.565352,1
P_145842,W_9560,4,0.369703,0
P_145853,W_116516,4,0.673495,1
P_145855,W_89492,2,0.310803,0
P_14590,W_6549,2,0.304912,0
P_14597,W_6549,2,0.280218,0
P_146000,W_1454,0,0.411793,0
P_146160,W_1983,3,0.800863,1
P_146163,W_27477,3,0.356373,0
P_146166,W_5162,4,0.520224,1
P_146236,W_114490,1,0.851466,1
P_146238,W_4689,3,0.780567,1
P_146239,W_50379,1,0.752956,1
P_146241,W_26111,3,0.779807,1
P_146242,W_23772,3,0.738893,1
P_146243,W_12137,0,0.722985,0
P_146255,W_114810,0,0.723892,0
P_146256,W_44137,3,0.699384,1
P_146257,W_11484,3,0.771653,0
P_146359,W_116565,3,0.774854,1
P_146419,W_116565,3,0.880048,1
P_146422,W_12137,0,0.799868,1
P_146423,W_53262,1,0.559108,1
P_146437,W_116565,3,0.713145,1
P_146454,W_116565,3,0.785673,0
P_146514,W_116565,3,0.694591,1
P_146558,W_116565,3,0.679893,0
P_146573,W_35472,2,0.388064,0
P_146607,W_40702,2,0.686852,1
P_146608,W_65609,2,0.71686,1
P_146609,W_64372,3,0.85105,1
P_146610,W_97460,2,0.530843,0
P_146615,W_7580,4,0.611195,0
P_14662,W_14662,4,0.36062,0
P_146629,W_9131,0,0.630796,1
P_146650,W_6394,2,0.575685,1
P_146664,W_3174,2,0.219361,0
P_146721,W_28784,2,0.475255,0
P_146723,W_11249,0,0.437883,0
P_146748,W_53997,1,0.780998,1
P_146873,W_27320,2,0.75447,1
P_146931,W_5534,4,0.187063,1
P_147084,W_82146,3,0.57343,1
P_147150,W_116622,0,0.826594,1
P_147220,W_38517,4,0.708556,1
P_147244,W_116622,0,0.767761,1
P_147267,W_7577,0,0.768277,1
P_147478,W_10576,2,0.698702,1
P_147529,W_116622,0,0.845544,0
P_147562,W_10577,3,0.81451,1
P_147563,W_116622,0,0.660448,1
P_14775,W_1308,0,0.643162,0
P_1478,W_1478,1,0.089124,0
P_147868,W_82146,3,0.618965,0
P_147869,W_14599,4,0.681706,1
P_1479,W_1478,1,0.534956,0
P_148,W_148,4,0.631195,0
P_1481,W_1478,1,0.129378,1
P_148173,W_69970,2,0.315522,0
P_148223,W_11657,1,0.301745,1
P_148308,W_10065,3,0.491676,0
P_148343,W_67609,1,0.268984,0
P_148486,W_67609,1,0.29354,0
P_148487,W_13549,0,0.684374,1
P_1485,W_1478,1,0.281087,0
P_14857,W_1153,3,0.38169,0
P_14871,W_4726,0,0.08408,0
P_148743,W_67609,1,0.46612,1
P_148744,W_5515,3,0.307719,1
P_148747,W_40120,3,0.488108,1
P_148754,W_44137,3,0.760549,1
P_14877,W_594,1,0.309353,0
P_148804,W_69970,2,0.63559,0
P_148848,W_67609,1,0.616221,0
P_148855,W_67609,1,0.769528,1
P_148858,W_42997,4,0.797552,1
P_148894,W_4655,2,0.639291,1
P_148940,W_5294,1,0.660057,0
P_148989,W_12317,3,0.831597,1
P_149024,W_8202,2,0.478933,0
P_149044,W_4267,0,0.210506,0
P_149188,W_5958,0,0.571205,1
P_149191,W_46288,2,0.298697,0
P_149229,W_42488,0,0.686442,1
P_149230,W_67609,1,0.495837,1
P_149275,W_115692,2,0.813394,1
P_149282,W_1616,3,0.167268,0
P_149391,W_3260,0,0.31111,0
P_149448,W_4267,0,0.37658,1
P_1495,W_662,2,0.59012,0
P_149570,W_1153,3,0.112166,0
P_14958,W_9092,4,0.626816,0
P_149614,W_13873,4,0.619147,1
P_14963,W_3177,2,0.199242,0
P_149688,W_6464,3,0.438102,0
P_14970,W_14969,1,0.122292,0
P_149738,W_5515,3,0.242996,0
P_1498,W_954,4,0.23287,0
P_150054,W_5438,3,0.808761,1
P_1501,W_594,1,0.097262,0
P_150105,W_7253,2,0.647947,0
P_150129,W_5162,4,0.259421,1
P_150158,W_399,2,0.052848,0
P_150193,W_35389,4,0.693715,1
P_150194,W_35389,4,0.670077,1
P_150198,W_882,0,0.256301,1
P_150244,W_35389,4,0.738197,1
P_150246,W_35389,4,0.811144,1
P_150247,W_35389,4,0.740108,1
P_150454,W_42521,4,0.805406,0
P_150621,W_54816,3,0.625602,1
P_150629,W_82877,4,0.460182,0
P_150730,W_32202,2,0.176077,0
P_150853,W_5231,0,0.414356,1
P_150902,W_23142,1,0.187207,0
P_150964,W_4884,3,0.718826,0
P_15103,W_1130,2,0.239806,0
P_151056,W_4762,3,0.253116,0
P_1511,W_662,2,0.634504,1
P_151133,W_9263,3,0.802426,1
P_151148,W_6394,2,0.259113,0
P_151153,W_3928,4,0.034678,0
P_151165,W_21025,2,0.564503,1
P_151245,W_6394,2,0.206831,0
P_151354,W_4158,0,0.48827,0
P_151356,W_52851,4,0.249347,0
P_151399,W_6031,2,0.774151,1
P_1515,W_662,2,0.672598,1
P_151500,W_20036,0,0.539837,1
P_151512,W_59319,4,0.697119,1
P_151604,W_6031,2,0.582954,0
P_151609,W_7578,1,0.823567,1
P_151666,W_7213,0,0.608249,1
P_151669,W_4694,4,0.755263,1
P_151834,W_6031,2,0.722844,1
P_151846,W_4939,4,0.75204,0
P_151873,W_94,3,0.626655,1
P_151876,W_13204,0,0.753021,0
P_151877,W_26687,1,0.635926,0
P_151884,W_37513,1,0.282423,0
P_151902,W_30246,1,0.191027,0
P_151903,W_30246,1,0.61101,1
P_151938,W_117403,2,0.806275,1
P_152125,W_1812,4,0.160001,0
P_15223,W_15223,3,0.617666,1
P_15224,W_15223,3,0.730236,1
P_152300,W_34086,3,0.105512,0
P_152324,W_1153,3,0.315724,1
P_152366,W_6807,3,0.381767,1
P_152375,W_731,2,0.229497,0
P_152439,W_3858,0,0.476343,1
P_152442,W_6453,1,0.236105,0
P_152446,W_28687,0,0.479775,0
P_152460,W_3237,4,0.443986,0
P_152536,W_4689,3,0.809144,0
P_152589,W_117450,0,0.647044,0
P_152595,W_117450,0,0.40558,0
P_152601,W_6292,2,0.184684,0
P_152609,W_55068,4,0.196477,0
P_152838,W_10781,0,0.57959,1
P_152840,W_10846,1,0.660777,1
P_152901,W_161,2,0.440107,0
P_152902,W_3170,4,0.078349,1
P_15300,W_15300,2,0.203783,0
P_153025,W_3928,4,0.037505,0
P_153123,W_4655,2,0.498841,0
P_153124,W_1276,4,0.073672,0
P_153276,W_32058,1,0.218417,1
P_153520,W_36064,4,0.529927,0
P_153755,W_18507,4,0.715265,1
P_153775,W_9262,1,0.647014,1
P_15385,W_15385,4,0.23381,0
P_153923,W_86795,4,0.580531,1
P_153936,W_12968,4,0.851745,1
P_153947,W_4801,4,0.637939,1
P_153951,W_25511,4,0.829863,1
P_153988,W_4884,3,0.618532,0
P_154035,W_54461,0,0.385668,0
P_154064,W_31003,3,0.478645,0
P_15415,W_2928,1,0.128484,0
P_154332,W_209,0,0.198261,0
P_154337,W_886,1,0.69703,0
P_15435,W_19789,1,0.202958,0
P_154494,W_1276,4,0.068663,0
P_154497,W_5216,1,0.238642,0
P_154639,W_29060,0,0.651017,1
P_154782,W_6031,2,0.481142,0
P_154936,W_284,2,0.682735,0
P_155009,W_7446,1,0.127855,0
P_155069,W_9576,4,0.693349,0
P_155071,W_40876,3,0.805854,1
P_155073,W_7816,2,0.595693,1
P_155074,W_27913,2,0.722801,1
P_15519,W_15519,4,0.111374,0
P_15533,W_15519,4,0.235402,0
P_155602,W_6485,3,0.282309,0
P_155621,W_117791,2,0.426623,1
P_155623,W_117791,2,0.547924,1
P_155751,W_209,0,0.316221,0
P_155865,W_71702,3,0.672329,0
P_155869,W_40702,2,0.623221,0
P_155884,W_41946,2,0.477858,0
P_155948,W_117791,2,0.745481,1
P_155982,W_117849,1,0.59315,1
P_155983,W_117849,1,0.442394,1
P_155995,W_117849,1,0.194529,0
P_155998,W_117849,1,0.229207,0
P_156011,W_117849,1,0.376552,0
P_156080,W_117849,1,0.382377,0
P_156207,W_42488,0,0.707853,1
P_156209,W_26542,4,0.777406,1
P_156258,W_51980,1,0.400489,1
P_156281,W_117883,0,0.455299,1
P_156285,W_117883,0,0.786285,1
P_156374,W_52851,4,0.21268,0
P_156441,W_10913,1,0.612326,1
P_156442,W_117883,0,0.578844,1
P_156497,W_117883,0,0.491676,1
P_156506,W_117883,0,0.659089,1
P_156613,W_117883,0,0.729623,1
P_156747,W_1055,2,0.667706,1
P_156801,W_22948,0,0.631809,0
P_156802,W_117883,0,0.309295,1
P_156817,W_103771,3,0.369853,1
P_156818,W_117883,0,0.603204,1
P_156946,W_46288,2,0.711183,1
P_157027,W_50379,1,0.356624,0
P_157095,W_20710,2,0.662063,0
P_157216,W_22084,1,0.297559,0
P_157280,W_23165,2,0.262584,1
P_157328,W_2911,0,0.545969,0
P_1574,W_303,3,0.363636,0
P_15743,W_677,0,0.396679,0
P_157630,W_65049,3,0.630375,1
P_157631,W_4843,1,0.657441,0
P_157750,W_4158,0,0.175974,1
P_157815,W_19985,2,0.383645,1
P_157890,W_7284,1,0.682089,1
P_157900,W_7284,1,0.502652,1
P_157962,W_6403,3,0.546119,0
P_158109,W_5958,0,0.252681,0
P_158111,W_6097,3,0.190998,0
P_158121,W_9643,0,0.541123,0
P_158183,W_5283,4,0.754659,1
P_1583,W_303,3,0.267455,0
P_158367,W_12542,1,0.215617,1
P_158406,W_22084,1,0.182976,0
P_158417,W_1596,1,0.366897,0
P_158428,W_76174,2,0.713608,1
P_158493,W_12031,1,0.814634,1
P_158494,W_7284,1,0.766384,0
P_158503,W_5655,3,0.402729,1
P_158511,W_7284,1,0.423313,1
P_158531,W_65609,2,0.788259,0
P_158532,W_2901,0,0.773218,1
P_158621,W_656,1,0.026049,0
P_158635,W_167,1,0.107879,0
P_158718,W_9560,4,0.245954,0
P_158810,W_32595,1,0.62011,1
P_158947,W_841,1,0.176062,0
P_158972,W_1650,3,0.326739,0
P_159107,W_7284,1,0.643927,1
P_159108,W_7284,1,0.488273,1
P_159109,W_115251,3,0.604141,1
P_159133,W_42521,4,0.553932,1
