wid,pid,role
W_117306,P_673285,train
W_117426,P_367222,train
W_117426,P_590619,train
W_117429,P_481439,train
W_117429,P_624914,train
W_117439,P_152463,train
W_117439,P_152464,train
W_117449,P_152582,train
W_117449,P_352634,train
W_117478,P_478998,train
W_117478,P_795523,train
W_117500,P_245223,train
W_117500,P_705111,train
W_117502,P_153081,train
W_117502,P_674876,train
W_117506,P_153144,train
W_117506,P_241427,train
W_117508,P_153162,train
W_117508,P_153177,train
W_117510,P_153163,train
W_117510,P_153164,train
W_117546,P_555984,train
W_117546,P_583341,train
W_117549,P_153380,train
W_117549,P_155861,train
W_11756,P_373370,train
W_11756,P_587255,train
W_117568,P_153498,train
W_117568,P_237593,train
W_117613,P_153925,train
W_117613,P_153927,train
W_11764,P_34180,train
W_11764,P_506680,train
W_117648,P_154346,train
W_117648,P_633413,train
W_117664,P_154460,train
W_117664,P_154461,train
W_117668,P_154553,train
W_117668,P_154554,train
W_117682,P_154674,train
W_117682,P_300842,train
W_117685,P_154702,train
W_117685,P_221159,train
W_117686,P_154708,train
W_117686,P_154711,train
W_117710,P_154977,train
W_117710,P_299375,train
W_117788,P_155588,train
W_117788,P_264826,train
W_117792,P_155641,train
W_117792,P_155642,train
W_117814,P_258338,train
W_117814,P_278432,train
W_117828,P_155746,train
W_117828,P_747567,train
W_117831,P_155779,train
W_117831,P_707394,train
W_117853,P_156040,train
W_117853,P_784494,train
W_117882,P_156223,train
W_117882,P_437053,train
W_117909,P_156436,train
W_117909,P_779564,train
W_117959,P_156763,train
W_117959,P_156769,train
W_117968,P_307674,train
W_117968,P_747664,train
W_117978,P_397555,train
W_117978,P_796170,train
W_118055,P_703516,train
W_118055,P_749649,train
W_118079,P_717646,train
W_118079,P_791581,train
W_118085,P_157860,train
W_118085,P_198035,train
W_118097,P_157923,train
W_118097,P_646413,train
W_118110,P_158005,train
W_118110,P_634904,train
W_118121,P_158124,train
W_118121,P_158148,train
W_118128,P_349846,train
W_118128,P_42756,train
W_118166,P_158421,train
W_118166,P_387316,train
W_118197,P_158696,train
W_118197,P_492250,train
W_118202,P_158754,train
W_118202,P_158757,train
W_118246,P_158937,train
W_118246,P_757171,train
W_118262,P_325748,train
W_118262,P_653153,train
W_11827,P_225402,train
W_11827,P_239900,train
W_118283,P_159223,train
W_118283,P_159224,train
W_118287,P_159255,train
W_118287,P_648381,train
W_118332,P_159717,train
W_118332,P_455967,train
W_118358,P_159957,train
W_118358,P_159958,train
W_118403,P_160421,train
W_118403,P_298221,train
W_118470,P_160895,train
W_118470,P_216483,train
W_118493,P_161129,train
W_118493,P_654910,train
W_118498,P_161148,train
W_118498,P_711509,train
W_118518,P_161254,train
W_118518,P_161256,train
W_118544,P_161429,train
W_118544,P_161430,train
W_118547,P_161439,train
W_118547,P_758592,train
W_118714,P_162469,train
W_118714,P_265623,train
W_118750,P_162595,train
W_118750,P_173371,train
W_118771,P_162704,train
W_118771,P_162705,train
W_118778,P_206080,train
W_118778,P_785013,train
W_118799,P_162854,train
W_118799,P_162855,train
W_118818,P_312285,train
W_118818,P_495524,train
W_118914,P_163465,train
W_118914,P_553139,train
W_11899,P_11899,train
W_11899,P_11901,train
W_118991,P_163894,train
W_118991,P_400166,train
W_1190,P_1190,train
W_1190,P_730342,train
W_119002,P_163974,train
W_119002,P_400401,train
W_119072,P_257095,train
W_119072,P_607275,train
W_119095,P_164417,train
W_119095,P_164419,train
W_119132,P_164550,train
W_119132,P_603159,train
W_11914,P_20142,train
W_11914,P_423224,train
W_119183,P_164965,train
W_119183,P_527724,train
W_119237,P_165170,train
W_119237,P_775147,train
W_119254,P_300045,train
W_119254,P_513732,train
W_119309,P_165718,train
W_119309,P_165719,train
W_119321,P_165813,train
W_119321,P_165814,train
W_119333,P_165906,train
W_119333,P_165908,train
W_119349,P_166001,train
W_119349,P_367744,train
W_119442,P_166677,train
W_119442,P_180712,train
W_119453,P_166804,train
W_119453,P_276953,train
W_119611,P_167598,train
W_119611,P_715574,train
W_119664,P_167863,train
W_119664,P_440813,train
W_119676,P_721699,train
W_119676,P_75229,train
W_119691,P_168136,train
W_119691,P_277367,train
W_119725,P_168336,train
W_119725,P_168337,train
W_119750,P_364955,train
W_119750,P_702838,train
W_119810,P_169113,train
W_119810,P_169129,train
W_119832,P_484309,train
W_119832,P_701671,train
W_119845,P_169189,train
W_119845,P_169232,train
W_119857,P_169204,train
W_119857,P_169244,train
W_11988,P_11989,train
W_11988,P_124872,train
W_119937,P_169945,train
W_119937,P_169971,train
W_120046,P_170885,train
W_120046,P_170886,train
W_120077,P_171125,train
W_120077,P_480276,train
W_120079,P_171133,train
W_120079,P_397332,train
W_120142,P_171635,train
W_120142,P_171636,train
W_120162,P_172272,train
W_120162,P_350147,train
W_120164,P_172076,train
W_120164,P_388127,train
W_120167,P_172166,train
W_120167,P_172171,train
W_120228,P_172587,train
W_120228,P_208833,train
W_120234,P_174813,train
W_120234,P_795400,train
W_120236,P_259911,train
W_120236,P_589410,train
W_120241,P_682325,train
W_120241,P_754224,train
W_120246,P_172801,train
W_120246,P_238784,train
W_120259,P_308060,train
W_120259,P_791913,train
W_120300,P_173263,train
W_120300,P_475371,train
W_120303,P_173276,train
W_120303,P_661617,train
W_120323,P_173480,train
W_120323,P_706747,train
W_120368,P_173679,train
W_120368,P_511373,train
W_120383,P_173765,train
W_120383,P_173766,train
W_120440,P_174049,train
W_120440,P_174051,train
W_120444,P_174056,train
W_120444,P_708262,train
W_120447,P_71496,train
W_120447,P_783802,train
W_120455,P_174200,train
W_120455,P_174201,train
W_120461,P_174215,train
W_120461,P_230913,train
W_120497,P_174628,train
W_120497,P_671839,train
W_120503,P_268241,train
W_120503,P_614211,train
W_120520,P_174747,train
W_120520,P_510578,train
W_120534,P_174845,train
W_120534,P_174846,train
W_120611,P_373020,train
W_120611,P_524322,train
W_120700,P_175885,train
W_120700,P_176028,train
W_120709,P_176003,train
W_120709,P_176004,train
W_120710,P_176005,train
W_120710,P_176006,train
W_120755,P_176233,train
W_120755,P_717267,train
W_120756,P_176237,train
W_120756,P_731138,train
W_120759,P_176245,train
W_120759,P_429453,train
W_120764,P_226415,train
W_120764,P_289072,train
W_120798,P_176526,train
W_120798,P_570250,train
W_120808,P_176573,train
W_120808,P_176575,train
W_120815,P_176675,train
W_120815,P_495862,train
W_120971,P_178020,train
W_120971,P_178042,train
W_120979,P_178103,train
W_120979,P_640147,train
W_120991,P_178240,train
W_120991,P_178241,train
W_120994,P_178286,train
W_120994,P_178345,train
W_121011,P_178423,train
W_121011,P_178428,train
W_121036,P_178781,train
W_121036,P_490486,train
W_121080,P_195047,train
W_121080,P_195054,train
W_121122,P_179870,train
W_121122,P_386863,train
W_121177,P_180562,train
W_121177,P_180564,train
W_121229,P_180993,train
W_121229,P_521916,train
W_121232,P_181071,train
W_121232,P_181072,train
W_121257,P_181194,train
W_121257,P_181225,train
W_121261,P_181199,train
W_121261,P_181222,train
W_1213,P_1213,train
W_1213,P_124852,train
W_121338,P_181939,train
W_121338,P_523843,train
W_121378,P_182586,train
W_121378,P_687568,train
W_121400,P_182729,train
W_121400,P_795857,train
W_121454,P_183004,train
W_121454,P_340346,train
W_121455,P_183015,train
W_121455,P_726493,train
W_121460,P_472351,train
W_121460,P_653282,train
W_121461,P_183044,train
W_121461,P_511746,train
W_121494,P_183342,train
W_121494,P_697353,train
W_121500,P_380779,train
W_121500,P_380780,train
W_121510,P_370293,train
W_121510,P_392039,train
W_121541,P_184006,train
W_121541,P_256545,train
W_121558,P_184260,train
W_121558,P_184263,train
W_121570,P_184406,train
W_121570,P_632566,train
W_121582,P_184637,train
W_121582,P_307188,train
W_121600,P_185134,train
W_121600,P_185157,train
W_121619,P_185384,train
W_121619,P_185385,train
W_121662,P_185987,train
W_121662,P_660877,train
W_121666,P_186044,train
W_121666,P_690166,train
W_121668,P_186058,train
W_121668,P_343560,train
W_121671,P_186084,train
W_121671,P_186087,train
W_121682,P_186249,train
W_121682,P_699580,train
W_121684,P_186263,train
W_121684,P_315049,train
W_121696,P_186327,train
W_121696,P_186356,train
W_121700,P_186340,train
W_121700,P_479163,train
W_121736,P_186452,train
W_121736,P_470899,train
W_121767,P_459327,train
W_121767,P_462498,train
W_121819,P_187220,train
W_121819,P_750985,train
W_121824,P_187234,train
W_121824,P_716254,train
W_12184,P_36105,train
W_12184,P_364429,train
W_121853,P_333760,train
W_121853,P_609805,train
W_121871,P_187734,train
W_121871,P_593778,train
W_122069,P_189371,train
W_122069,P_190085,train
W_122167,P_470172,train
W_122167,P_585455,train
W_122238,P_191198,train
W_122238,P_363923,train
W_122241,P_191217,train
W_122241,P_523745,train
W_122259,P_191470,train
W_122259,P_333184,train
W_122261,P_191484,train
W_122261,P_498488,train
W_122271,P_191711,train
W_122271,P_191712,train
W_122288,P_192002,train
W_122288,P_496772,train
W_122293,P_390934,train
W_122293,P_390942,train
W_122298,P_192040,train
W_122298,P_364516,train
W_122302,P_192062,train
W_122302,P_192065,train
W_122308,P_547551,train
W_122308,P_607495,train
W_122320,P_498547,train
W_122320,P_739822,train
W_122337,P_192324,train
W_122337,P_303325,train
W_122376,P_371792,train
W_122376,P_557873,train
W_122396,P_192956,train
W_122396,P_372273,train
W_122401,P_193155,train
W_122401,P_383493,train
W_122427,P_193608,train
W_122427,P_484479,train
W_122429,P_193395,train
W_122429,P_193398,train
W_122430,P_193401,train
W_122430,P_195292,train
W_122472,P_193811,train
W_122472,P_193813,train
W_122520,P_194767,train
W_122520,P_629336,train
W_122530,P_194859,train
W_122530,P_194860,train
W_122565,P_195282,train
W_122565,P_280862,train
W_122573,P_195418,train
W_122573,P_195454,train
W_122584,P_195506,train
W_122584,P_372467,train
W_122649,P_195999,train
W_122649,P_320321,train
W_122670,P_196307,train
W_122670,P_261327,train
W_122724,P_196886,train
W_122724,P_196887,train
W_122759,P_197133,train
W_122759,P_197134,train
W_122771,P_197227,train
W_122771,P_688981,train
W_12282,P_12282,train
W_12282,P_456815,train
W_122820,P_197993,train
W_122820,P_397262,train
W_122880,P_198667,train
W_122880,P_198671,train
W_122895,P_198991,train
W_122895,P_393917,train
W_122912,P_199205,train
W_122912,P_199211,train
W_122972,P_199713,train
W_122972,P_199755,train
W_123024,P_200218,train
W_123024,P_200221,train
W_123027,P_200236,train
W_123027,P_433784,train
W_123035,P_200273,train
W_123035,P_200274,train
W_123045,P_458334,train
W_123045,P_494743,train
W_123074,P_388563,train
W_123074,P_554961,train
W_123077,P_200740,train
W_123077,P_461878,train
W_123083,P_200807,train
W_123083,P_200808,train
W_123107,P_201121,train
W_123107,P_276593,train
W_123115,P_201203,train
W_123115,P_201208,train
W_123119,P_202193,train
W_123119,P_264539,train
W_123176,P_202026,train
W_123176,P_202043,train
W_123179,P_499051,train
W_123179,P_746912,train
W_123216,P_202664,train
W_123216,P_343377,train
W_123231,P_202921,train
W_123231,P_203058,train
W_123245,P_203018,train
W_123245,P_203019,train
W_123299,P_203276,train
W_123299,P_203291,train
W_123305,P_473353,train
W_123305,P_549218,train
W_123360,P_204061,train
W_123360,P_373387,train
W_123366,P_204126,train
W_123366,P_204129,train
W_123367,P_204127,train
W_123367,P_204130,train
W_123369,P_204161,train
W_123369,P_459714,train
W_123481,P_204862,train
W_123481,P_204863,train
W_123485,P_204900,train
W_123485,P_619934,train
W_123486,P_204916,train
W_123486,P_416274,train
W_123496,P_205028,train
W_123496,P_771930,train
W_123596,P_205898,train
W_123596,P_210878,train
W_123603,P_205943,train
W_123603,P_238485,train
W_123696,P_206398,train
W_123696,P_206846,train
W_123729,P_206868,train
W_123729,P_206869,train
W_123746,P_207012,train
W_123746,P_421900,train
W_12376,P_12376,train
W_12376,P_339679,train
W_123832,P_207556,train
W_123832,P_207557,train
W_12384,P_12384,train
W_12384,P_12385,train
W_123841,P_207609,train
W_123841,P_207612,train
W_123845,P_606120,train
W_123845,P_781441,train
W_123846,P_207817,train
W_123846,P_798660,train
W_123849,P_207759,train
W_123849,P_326733,train
W_123874,P_207941,train
W_123874,P_375218,train
W_123887,P_207979,train
W_123887,P_721187,train
W_123916,P_208241,train
W_123916,P_365744,train
W_123921,P_304266,train
W_123921,P_379317,train
W_123945,P_208718,train
W_123945,P_795685,train
W_12395,P_132716,train
W_12395,P_40987,train
W_124021,P_209353,train
W_124021,P_745510,train
W_124034,P_234770,train
W_124034,P_623242,train
W_124062,P_302001,train
W_124062,P_731840,train
W_124072,P_715318,train
W_124072,P_796413,train
W_124075,P_276179,train
W_124075,P_530317,train
W_124081,P_579840,train
W_124081,P_579934,train
W_124175,P_276949,train
W_124175,P_440748,train
W_12418,P_12420,train
W_12418,P_773547,train
W_12422,P_12422,train
W_12422,P_12423,train
W_12424,P_28410,train
W_12424,P_65910,train
W_124248,P_211139,train
W_124248,P_211433,train
W_124249,P_349411,train
W_124249,P_577193,train
W_124261,P_211338,train
W_124261,P_211340,train
W_124329,P_320030,train
W_124329,P_782892,train
W_124367,P_212109,train
W_124367,P_212110,train
W_124379,P_712414,train
W_124379,P_773931,train
W_124425,P_213118,train
W_124425,P_307828,train
W_124439,P_213233,train
W_124439,P_213235,train
W_12444,P_149157,train
W_12444,P_75278,train
W_124462,P_213389,train
W_124462,P_213578,train
W_124539,P_214151,train
W_124539,P_352643,train
W_124587,P_214678,train
W_124587,P_214679,train
W_124599,P_214729,train
W_124599,P_558521,train
W_124601,P_286802,train
W_124601,P_438855,train
W_12462,P_12462,train
W_12462,P_179374,train
W_124621,P_214795,train
W_124621,P_355291,train
W_124629,P_214828,train
W_124629,P_595039,train
W_124631,P_267969,train
W_124631,P_478005,train
W_124649,P_215141,train
W_124649,P_323962,train
W_124653,P_215191,train
W_124653,P_215208,train
W_124676,P_215535,train
W_124676,P_215536,train
W_124677,P_215540,train
W_124677,P_215541,train
W_124685,P_215572,train
W_124685,P_215587,train
W_124688,P_215576,train
W_124688,P_613566,train
W_124706,P_265059,train
W_124706,P_452788,train
W_124746,P_398274,train
W_124746,P_419675,train
W_124813,P_216303,train
W_124813,P_507230,train
W_124823,P_216326,train
W_124823,P_414036,train
W_124853,P_216542,train
W_124853,P_447349,train
W_124864,P_216621,train
W_124864,P_729041,train
W_124875,P_216679,train
W_124875,P_216682,train
W_124879,P_216721,train
W_124879,P_222910,train
W_125008,P_492140,train
W_125008,P_493412,train
W_125129,P_305975,train
W_125129,P_369821,train
W_125131,P_216989,train
W_125131,P_216990,train
W_12514,P_12520,train
W_12514,P_12521,train
W_125184,P_226956,train
W_125184,P_83473,train
W_125191,P_217484,train
W_125191,P_217487,train
W_125213,P_217719,train
W_125213,P_217721,train
W_125267,P_218143,train
W_125267,P_218146,train
W_125276,P_218270,train
W_125276,P_222813,train
W_12537,P_12538,train
W_12537,P_389184,train
W_125383,P_219158,train
W_125383,P_219159,train
W_125448,P_219529,train
W_125448,P_219530,train
W_125566,P_219948,train
W_125566,P_219951,train
W_125598,P_220161,train
W_125598,P_491704,train
W_125648,P_220261,train
W_125648,P_220697,train
W_125684,P_220481,train
W_125684,P_252404,train
W_125713,P_220731,train
W_125713,P_488842,train
W_12572,P_12575,train
W_12572,P_602698,train
W_125725,P_220781,train
W_125725,P_629342,train
W_125750,P_221034,train
W_125750,P_221036,train
W_125796,P_221240,train
W_125796,P_221241,train
W_1258,P_503846,train
W_1258,P_707382,train
W_125830,P_221422,train
W_125830,P_221423,train
W_125890,P_574247,train
W_125890,P_793731,train
W_125901,P_221649,train
W_125901,P_381114,train
W_125903,P_221680,train
W_125903,P_221684,train
W_125923,P_221838,train
W_125923,P_355854,train
W_126108,P_222853,train
W_126108,P_257631,train
W_126126,P_236759,train
W_126126,P_430967,train
W_126132,P_490167,train
W_126132,P_545552,train
W_126136,P_223172,train
W_126136,P_223176,train
W_126146,P_223189,train
W_126146,P_223214,train
W_126147,P_223188,train
W_126147,P_223199,train
W_126230,P_223720,train
W_126230,P_357898,train
W_126254,P_223866,train
W_126254,P_446843,train
W_126309,P_290446,train
W_126309,P_440503,train
W_126340,P_224552,train
W_126340,P_224553,train
W_126358,P_224701,train
W_126358,P_787958,train
W_126365,P_224737,train
W_126365,P_240638,train
W_126398,P_224972,train
W_126398,P_224973,train
W_126429,P_225089,train
W_126429,P_225130,train
W_126449,P_225243,train
W_126449,P_225244,train
W_126487,P_225572,train
W_126487,P_686824,train
W_126498,P_225789,train
W_126498,P_225790,train
