query_pid,query_wid,n_rel,global:full_long_rel_ranks,global:full_60_rel_ranks,global:base_1500_rel_ranks,ttr_rel_ranks,win_max_rel_ranks,win_fuse_rel_ranks,s1_hub_rel_ranks
P_103279,W_39438,12,151;479;756;893;1039;1135;1521;1578;2380;2948;3286;3908,481;531;930;1246;1282;1354;1587;1768;2363;2862;3186;4288,67;245;472;1024;1719;2293;2482;2765;3171;4426;4831;6295,61;111;144;338;733;1311;1557;2050;2059;2242;3289;4274,152;891;901;969;1222;1457;1501;1741;1991;2553;2917;5827,81;495;630;697;1021;1200;1449;1694;2365;2751;2815;4247,151;479;756;893;1039;1135;1521;1578;2380;2948;3286;3908
P_1033,W_1033,12,3;43;166;175;177;333;335;542;657;760;1231;1717,36;51;191;310;336;533;719;724;859;1247;1969;4923,14;93;375;443;595;712;1209;1616;2169;2373;4088;6458,1;41;60;85;183;285;378;473;628;857;1247;2076,35;77;136;259;266;368;432;797;991;1201;1777;5250,5;27;83;144;205;249;289;375;649;761;1488;2560,3;43;166;175;177;333;335;542;657;760;1231;1717
P_103374,W_5363,12,31;60;86;109;526;937;1889;2643;3013;5384;5942;10202,3;23;32;276;310;827;1281;3336;3724;4533;4634;11149,173;550;1498;2062;2109;4661;6145;7324;7408;10657;10888;12210,203;217;353;363;499;595;2050;2187;3752;6099;7866;8158,8;74;518;630;666;769;1602;1633;1946;3042;6388;8031,15;135;201;215;314;836;1607;2127;2690;4003;5215;8599,31;60;86;109;526;937;1889;2643;3013;5384;5942;10202
P_103376,W_2966,12,3;20;26;34;61;101;129;156;166;258;323;458,77;483;969;1492;2996;5432;5557;6686;7426;7730;8874;9953,308;442;991;1041;1327;1578;2165;3803;4606;5726;5852;7844,7;51;73;94;151;158;195;211;215;295;588;878,8;9;16;29;85;86;96;108;123;129;147;216,1;5;6;19;35;47;50;66;73;77;78;177,3;20;26;34;61;101;129;156;166;258;323;458
P_10338,W_10338,12,1;2;3;4;5;6;7;14;33;649;1424;3197,1;3;19;25;33;64;67;82;229;1781;10438;11759,2;4;146;216;624;658;752;830;1808;12253;14272;14893,1;2;3;4;6;7;14;18;74;764;1605;4600,1;2;3;4;7;9;10;23;25;1257;2400;3205,1;2;3;4;5;6;7;8;22;792;1788;3127,1;2;3;4;5;6;7;14;33;649;1424;3197
P_103433,W_1282,12,11;322;591;1617;1755;2880;3460;3513;3565;4190;5130;7871,123;254;385;457;572;602;619;656;1007;1069;1308;6330,49;1410;1939;2188;2275;2402;3173;3716;3744;4069;4795;7645,21;427;478;1007;1385;2674;3091;3389;3709;4518;5261;5974,45;516;1977;2009;2189;2769;3312;3418;3555;4872;4901;5244,9;322;998;1726;2047;2509;3070;3229;4272;4391;4846;5214,11;322;591;1617;1755;2880;3460;3513;3565;4190;5130;7871
P_103452,W_35206,12,598;612;820;1090;1159;1299;1468;1661;1898;2252;4621;10028,533;634;873;1101;1686;2069;2583;3017;4107;4267;4404;9906,120;151;867;1193;1392;1961;2013;2603;2916;2964;4130;7498,410;562;852;868;1309;1411;1435;1988;2106;2834;4440;9590,437;653;657;695;835;852;978;1084;1462;1618;7432;10944,478;488;696;756;968;1028;1183;1201;1312;1421;6189;10467,598;612;820;1090;1159;1299;1468;1661;1898;2252;4621;10028
P_103454,W_4884,12,1164;2136;2366;2559;2862;2961;4951;5486;5510;6491;7176;8274,1708;1756;1790;4541;4679;4916;6919;7017;7158;7307;7656;11258,480;3759;5651;5694;6338;8115;9023;10126;11049;11346;11877;14285,1331;1741;1908;2384;2922;3043;4832;5312;5434;6172;6915;8372,1098;1619;1967;2390;2562;2930;2981;3896;4877;5450;5634;8455,1498;1655;1891;1893;2545;3276;3961;4287;5181;6010;6405;8364,1164;2136;2366;2559;2862;2961;4951;5486;5510;6491;7176;8274
P_103473,W_10906,12,64;122;145;173;335;366;491;753;858;920;1914;2474,121;169;398;531;903;1282;1746;1833;1937;2541;3263;3611,398;1019;3048;3597;4265;4933;4941;5095;5228;8327;10777;12495,43;74;148;208;221;260;323;664;742;874;1946;2226,162;310;317;328;653;672;815;832;1542;2178;2698;3074,52;143;159;257;289;363;364;642;1539;1753;1874;1881,64;122;145;173;335;366;491;753;858;920;1914;2474
P_103475,W_4884,12,6;43;270;366;376;526;621;1833;2478;3247;4016;11430,166;684;1177;1420;1431;1843;1913;2732;3220;5119;5882;12514,672;1246;1272;2310;3994;4766;4846;5160;5294;6651;7207;12626,8;17;269;333;447;456;916;1874;3140;3644;4344;11197,93;141;320;445;590;914;1262;1890;2020;2327;4338;10626,33;52;120;135;248;643;803;1765;1967;2686;3063;10996,6;43;270;366;376;526;621;1833;2478;3247;4016;11430
P_103476,W_86939,12,32;48;123;278;662;740;1382;2101;2995;5470;6367;8826,98;127;434;549;806;1849;1964;2699;4797;5847;7556;8785,47;375;833;857;1874;2273;3145;3768;4532;6490;7630;8592,81;88;142;171;514;1020;2168;2179;2757;5017;6023;9123,18;149;157;197;460;619;1435;1936;3440;6598;6784;12424,15;43;61;74;149;319;636;1914;2405;6079;6639;10411,32;48;123;278;662;740;1382;2101;2995;5470;6367;8826
P_103478,W_7257,12,343;435;559;1645;3227;3957;4660;5477;6010;6070;6237;6582,1452;2921;3130;3657;3873;4798;5397;5562;5612;7437;7502;9103,299;1878;2288;4790;5117;5247;5601;6857;7140;8205;8597;9058,303;576;861;2057;2842;4092;4512;4826;6027;6216;6542;6923,953;1310;1846;2358;2915;3278;3809;4661;5081;6795;7559;8267,436;597;892;2521;3150;3405;4382;5441;5519;6108;6606;6996,343;435;559;1645;3227;3957;4660;5477;6010;6070;6237;6582
P_103533,W_25000,12,1;2;5;6;8;10;11;12;13;16;73;144,14;16;20;23;26;30;44;67;108;177;200;239,96;257;403;467;758;888;902;997;1200;1862;2013;2113,1;3;4;5;7;9;10;11;12;14;41;152,4;8;12;15;16;19;24;47;48;56;88;294,1;2;4;7;9;11;12;14;15;21;49;165,1;2;5;6;8;10;11;12;13;16;73;144
P_103557,W_21695,12,1;3;9;24;66;102;125;140;187;206;426;697,3;60;190;283;389;667;925;996;1219;1304;1518;4381,552;662;670;776;947;1901;2007;4462;4508;4700;4798;5729,1;3;11;19;47;66;69;102;109;123;532;545,1;2;34;93;95;139;331;350;592;654;752;963,1;2;15;20;83;112;150;164;175;303;541;545,1;3;9;24;66;102;125;140;187;206;426;697
P_103571,W_43997,12,1026;1546;1684;2245;3600;5607;5779;5948;6032;6972;11609;11874,214;287;510;846;936;966;1029;1797;2359;3854;4720;6050,591;1020;1565;1797;2057;3651;3677;5567;5718;7798;8646;10199,698;901;1050;1869;2689;4212;5002;5512;5526;7288;10501;11141,3683;4848;5179;5615;6726;7193;7807;7923;9036;11138;12869;13102,2080;2916;3089;3461;4056;6139;6882;6955;7146;8897;12545;12789,1026;1546;1684;2245;3600;5607;5779;5948;6032;6972;11609;11874
P_10360,W_4833,12,8;16;21;27;35;42;104;125;185;205;261;345,6;16;25;31;61;64;113;145;156;163;555;1302,111;229;419;677;871;1797;2318;2711;2904;2969;4961;8406,1;2;4;7;13;27;41;68;88;106;141;158,27;68;69;113;173;179;190;241;242;401;1081;2336,12;29;32;35;52;64;88;111;190;193;271;716,8;16;21;27;35;42;104;125;185;205;261;345
P_103622,W_20049,12,13;65;124;135;401;773;982;1647;2437;4307;4716;4765,176;1249;1300;1727;1949;2573;2589;3074;3265;3395;4871;5032,698;723;1263;1479;2317;2545;4408;4576;5301;5649;9990;10658,15;44;93;242;406;591;1726;2007;3048;3366;4900;5488,2;98;173;232;324;528;1183;1231;2104;2233;3179;3284,16;18;27;184;397;572;820;1687;1735;2856;3385;3703,13;65;124;135;401;773;982;1647;2437;4307;4716;4765
P_103682,W_4835,12,8;11;12;25;33;41;83;98;142;155;935;2330,95;129;186;187;210;361;375;616;685;1050;1407;3026,12;14;152;291;434;591;1116;1496;2240;4129;4980;6796,8;10;15;17;23;25;52;59;141;261;1337;2575,7;9;26;28;110;142;250;375;852;1672;1760;1881,3;10;18;27;31;35;44;45;248;444;1138;2005,8;11;12;25;33;41;83;98;142;155;935;2330
P_103687,W_42453,12,21;25;35;75;122;278;800;1352;1754;1848;2595;7195,41;222;399;434;548;626;763;799;1760;2452;2705;7584,73;501;537;554;796;816;1201;1454;2548;2758;3738;10625,33;54;56;88;149;215;856;2442;2803;2834;3037;6583,8;44;209;339;381;950;1006;1072;1825;3474;3749;5148,6;9;43;176;241;431;703;769;1655;2311;3367;5738,21;25;35;75;122;278;800;1352;1754;1848;2595;7195
P_103737,W_625,12,272;619;782;918;2367;2870;3113;4059;5569;8386;8731;11561,1614;2853;3090;4908;5019;6158;6798;7069;7941;8232;9543;11069,775;813;1633;2107;3479;3581;3949;4057;4528;5661;7320;8323,203;566;924;1215;2870;3729;4052;5108;6194;8163;10342;11526,123;363;871;948;3741;5338;6516;9330;9425;9988;13027;13742,186;284;515;618;2941;5006;5241;5298;6213;8860;11419;12989,272;619;782;918;2367;2870;3113;4059;5569;8386;8731;11561
P_103766,W_21695,12,16;27;43;50;57;73;114;147;165;275;544;931,74;87;117;150;203;354;359;452;904;1231;1521;5166,57;67;209;212;230;258;359;1313;1382;1826;2206;3239,18;20;30;48;56;60;117;133;240;250;540;911,14;98;188;197;218;219;258;273;725;1279;1399;3348,9;47;62;63;98;110;123;150;285;361;780;1775,16;27;43;50;57;73;114;147;165;275;544;931
P_103771,W_103771,12,21;120;191;344;615;630;663;1301;1616;2506;2949;7004,12;199;205;218;356;570;1268;2399;3719;4508;4922;8354,1395;1811;2195;2684;2758;4318;4466;5619;6139;8821;8979;9302,20;22;225;261;378;586;783;1444;1677;2651;3002;6796,25;71;130;207;499;1099;1503;1867;2254;2854;5647;7743,31;36;130;464;493;561;765;1059;1238;2558;4101;7331,21;120;191;344;615;630;663;1301;1616;2506;2949;7004
P_103772,W_103771,12,24;35;47;64;74;89;478;576;834;1703;2871;4452,80;123;220;412;796;933;1269;1407;1635;3299;3616;7602,84;234;1144;1299;2237;2744;3416;3640;3805;4019;6228;8816,26;54;55;76;77;88;569;581;1127;1295;1964;5572,4;29;46;187;331;528;761;1044;1937;4026;4176;6526,12;26;35;87;102;115;502;636;1660;1847;3378;5399,24;35;47;64;74;89;478;576;834;1703;2871;4452
P_103808,W_28784,12,111;501;648;842;1591;2718;2747;4471;4999;6118;6679;7148,59;123;215;549;718;2476;2647;2734;3456;5505;6206;9796,175;210;368;893;1076;2584;2606;3047;3118;3485;4908;9857,84;811;971;1629;2887;3183;4423;4791;5684;5905;8108;8344,100;267;314;441;477;1340;1673;3050;4333;4892;7472;7712,76;369;792;829;914;2350;2464;2675;2710;5789;6184;6889,111;501;648;842;1591;2718;2747;4471;4999;6118;6679;7148
P_103809,W_4655,12,12;33;155;200;477;655;723;1072;2927;3233;5396;9248,112;117;142;206;616;999;2064;2141;2974;4759;4925;5362,2503;4287;4730;5252;5781;6150;6432;7831;8155;8732;10614;10982,19;45;126;204;228;558;796;984;3237;3563;5788;8094,5;6;19;39;43;80;106;135;143;750;2450;4935,4;5;44;64;78;109;150;199;621;1903;3527;5868,12;33;155;200;477;655;723;1072;2927;3233;5396;9248
P_103845,W_5549,12,5;10;13;20;47;64;126;830;1061;1424;2652;4645,2;88;101;108;386;526;953;1541;2211;2360;3022;3905,97;201;246;435;467;1295;2926;3789;4659;6568;7596;8230,6;15;23;41;93;146;155;1004;1471;1999;2367;4260,9;13;17;53;144;145;156;1371;3515;3793;3856;3858,4;5;6;27;32;60;63;1281;1760;1851;2958;3928,5;10;13;20;47;64;126;830;1061;1424;2652;4645
P_104,W_103,12,5;24;25;32;34;38;40;89;156;215;447;8861,3;48;58;61;70;73;189;192;236;256;735;6293,19;52;75;224;298;425;565;636;1103;1177;1193;9488,8;19;22;23;33;34;44;101;152;285;430;8910,16;21;28;63;78;91;133;144;204;309;332;3693,10;11;23;25;31;38;40;71;80;200;239;6377,5;24;25;32;34;38;40;89;156;215;447;8861
P_10401,W_4687,12,75;85;161;417;553;677;829;2384;3088;3745;5432;5433,307;912;1019;1138;1160;1340;1343;2566;2967;5467;8034;8035,273;1018;1196;1370;2026;2146;2907;3974;5303;6269;9002;9003,167;188;213;276;291;320;766;2102;2396;3722;5361;5362,129;197;239;392;407;506;2117;3011;3643;5736;6500;6501,86;114;162;175;351;467;1937;2500;2614;4774;6010;6011,75;85;161;417;553;677;829;2384;3088;3745;5432;5433
P_104042,W_80336,12,27;140;220;304;586;595;656;674;1118;1220;1837;2021,22;26;50;102;191;332;492;542;543;1109;1410;2902,1;125;137;138;169;684;850;868;1388;1446;1695;2403,33;138;240;350;370;607;674;1002;1027;1256;1830;2157,13;18;38;54;144;159;502;509;691;714;1055;1835,5;65;87;142;220;289;434;516;694;817;1270;1713,27;140;220;304;586;595;656;674;1118;1220;1837;2021
P_104063,W_31003,12,270;298;443;455;512;526;963;1101;1530;3409;4167;4620,398;453;470;498;518;878;1154;1284;1407;1922;3729;11607,1415;1570;1894;2102;2231;3145;3596;3730;3743;4845;6396;11950,283;340;342;428;498;591;947;1510;1642;2622;5219;5663,174;275;691;1220;1395;1689;1997;2103;2151;4328;6578;9996,230;269;353;653;827;916;981;1381;2054;2573;5183;7317,270;298;443;455;512;526;963;1101;1530;3409;4167;4620
P_10408,W_5440,12,57;149;209;441;737;863;936;2012;2060;2519;3677;4480,497;650;821;1168;1632;1871;2161;3383;3982;4078;4479;5695,864;1271;1473;1556;1839;1982;2551;2724;4300;4764;5516;6914,72;198;296;391;451;584;1361;1980;2053;2187;3583;3631,15;71;158;223;401;733;880;1150;1309;1925;1972;2206,14;49;62;140;619;761;931;961;1550;2000;2807;3283,57;149;209;441;737;863;936;2012;2060;2519;3677;4480
P_104213,W_8202,12,19;30;62;74;171;274;355;362;409;888;2865;6750,31;35;143;249;523;726;1687;1706;2358;5241;5595;6559,1002;3494;4175;5557;7120;7755;10339;10405;10660;12874;13280;13670,24;33;37;44;112;161;319;332;572;1612;1728;6343,12;23;32;45;66;134;167;294;416;899;2208;3326,8;10;34;94;102;110;121;219;275;1499;1561;3719,19;30;62;74;171;274;355;362;409;888;2865;6750
P_104226,W_2110,12,1;5;9;10;18;22;26;45;68;70;178;622,8;10;21;26;38;41;43;49;113;114;351;449,19;58;72;586;611;645;987;1356;1417;1447;4540;9442,1;2;3;4;7;9;14;15;19;46;50;252,1;2;6;11;14;19;22;75;121;150;151;247,1;2;3;6;10;19;21;22;35;43;93;270,1;5;9;10;18;22;26;45;68;70;178;622
P_104258,W_7776,12,1751;1994;3430;3781;4703;5021;5443;6066;6894;7786;8728;10430,2045;2521;2865;3055;3185;3462;3759;4098;4450;4907;5100;5849,119;133;245;280;365;597;761;1664;3165;4872;4918;6136,1833;2302;4455;4539;5351;6127;6164;6412;7253;8173;9222;9290,10999;11975;12052;12645;12745;12920;12991;13068;13132;13309;13373;14019,5503;6351;7492;8179;9001;9454;9732;10058;11089;11552;11747;12540,1751;1994;3430;3781;4703;5021;5443;6066;6894;7786;8728;10430
P_10428,W_10428,12,1;5;9;70;118;123;239;1258;2789;5378;6437;7780,12;23;129;191;928;1302;2665;6023;7167;8250;10340;10756,14;175;208;663;944;1048;1217;5932;7701;10636;10723;11685,7;10;20;102;128;228;405;1490;2432;4166;6510;8929,12;26;32;43;70;134;511;950;5161;5626;6402;8755,1;17;38;46;52;86;90;1662;2617;5423;7181;7559,1;5;9;70;118;123;239;1258;2789;5378;6437;7780
P_104314,W_98770,12,2;6;8;31;52;72;200;392;527;561;709;731,39;92;405;463;467;739;873;1183;1276;1377;1434;1836,30;43;160;372;718;882;1947;2325;2421;3091;4779;5063,1;5;27;69;104;153;180;270;414;617;809;945,46;63;66;92;163;183;344;608;1214;1451;2553;2783,1;2;7;62;72;211;233;271;671;687;870;1457,2;6;8;31;52;72;200;392;527;561;709;731
P_104315,W_4779,12,2;29;36;38;52;64;95;104;886;1863;3914;5040,36;44;66;82;414;590;660;789;873;1194;3375;3565,311;616;628;940;1103;1567;1674;1675;2185;6348;6982;8695,3;8;9;15;16;48;52;64;380;1080;2858;3603,1;9;37;52;64;140;155;332;427;1383;1550;1697,1;3;12;30;31;38;78;127;324;1626;2673;3205,2;29;36;38;52;64;95;104;886;1863;3914;5040
P_104317,W_4646,12,22;49;162;167;323;338;374;770;1083;1529;2048;2467,135;280;810;907;1316;1481;1681;2322;2336;2745;3269;3316,31;482;1407;1524;1847;2232;2268;3600;4223;5362;6149;6685,6;33;111;193;270;308;322;462;832;990;1712;1969,53;76;83;121;179;257;356;627;729;1868;2630;4913,28;48;83;84;102;190;321;498;599;643;1875;2775,22;49;162;167;323;338;374;770;1083;1529;2048;2467
P_104320,W_20122,12,8;31;168;260;308;385;409;869;1596;1598;2217;7006,7;312;323;340;454;654;700;786;1169;1921;2205;4420,285;989;1093;1368;1796;2402;2860;3548;3703;4203;4580;6433,20;76;89;311;439;448;521;573;1762;2113;2271;6414,13;18;305;331;453;676;807;1408;2525;2532;2810;7754,37;45;69;290;298;300;314;411;1939;2079;2281;7373,8;31;168;260;308;385;409;869;1596;1598;2217;7006
P_104353,W_3221,12,609;816;1052;1230;2236;2615;5578;6278;10097;11957;12030;12757,3575;4587;4880;4926;5223;5539;6557;6745;7252;10817;11349;12019,177;750;877;1396;1407;1514;1536;1885;3672;7108;9443;11287,444;1044;1180;1428;1612;3740;6309;7262;9997;12254;12664;13311,1;11;14;312;994;1434;2130;2307;2937;3624;5186;11116,55;83;137;301;424;1697;2661;5575;5891;7850;8254;12351,609;816;1052;1230;2236;2615;5578;6278;10097;11957;12030;12757
P_104354,W_6102,12,22;23;57;111;461;485;1125;1408;1522;1622;6882;9467,314;315;1219;2067;3318;4763;6166;6307;6932;7860;9498;9692,511;860;968;969;1058;2253;4247;5292;5391;6026;6455;9431,84;85;232;294;389;1175;1251;1266;2881;3109;7359;8662,27;78;85;155;362;363;408;2118;3288;4798;5120;7858,33;41;56;57;144;447;629;807;1724;2997;5817;8759,22;23;57;111;461;485;1125;1408;1522;1622;6882;9467
P_104357,W_26939,12,12;15;316;566;626;769;870;2277;2830;3871;5109;6681,1;906;1256;1369;1929;3002;3398;4091;4133;4609;4931;5870,15;120;131;421;712;1089;1413;1709;2198;4285;5291;5624,4;43;208;650;666;1103;1576;1685;2469;3487;5538;6316,1;52;234;249;351;453;992;1000;1084;3024;4463;5543,1;9;262;277;303;315;630;1226;1434;3809;4506;5533,12;15;316;566;626;769;870;2277;2830;3871;5109;6681
P_10436,W_2768,12,12;59;63;76;101;111;164;511;850;1758;2217;2223,18;111;154;189;269;350;501;546;818;1085;1093;7844,624;1111;1475;1717;2002;2193;2397;2580;2596;2719;3384;8271,20;21;43;49;60;107;120;167;734;1063;1311;1734,15;33;50;137;148;177;208;293;336;487;773;1014,9;27;46;66;86;114;214;261;455;738;1253;1403,12;59;63;76;101;111;164;511;850;1758;2217;2223
P_104365,W_1055,12,122;426;697;709;1351;2674;3178;5191;5696;6154;8141;9964,361;1132;1656;2359;2974;3068;3252;3765;6643;8699;8977;10598,3235;5501;5683;6421;6743;7794;8515;9105;11488;13180;13260;14268,176;366;776;806;1698;3313;3395;4562;5196;8043;9071;10399,134;384;1542;2085;3511;4149;4297;4336;6550;7394;8515;8597,103;444;734;1522;2022;3175;4273;5111;5504;5644;7176;9251,122;426;697;709;1351;2674;3178;5191;5696;6154;8141;9964
P_10437,W_2110,12,10;19;36;63;68;96;108;161;180;198;363;1453,711;1037;1302;1342;1618;2223;2755;3607;4527;4539;6722;7863,3248;7952;8528;8933;8969;9933;10129;10212;10635;11714;12169;12650,14;37;44;78;101;108;175;219;242;357;543;1935,117;162;168;246;280;363;487;694;927;1026;1044;1397,42;57;59;91;100;123;216;272;320;330;399;1217,10;19;36;63;68;96;108;161;180;198;363;1453
P_10441,W_4945,12,1;2;8;22;35;143;154;183;199;266;279;1084,2;3;36;37;67;123;132;277;298;488;920;1464,18;25;28;42;57;156;216;250;442;466;1292;4388,1;3;15;26;41;97;162;203;216;255;373;881,3;6;18;21;22;47;64;75;165;249;429;990,1;4;5;16;19;55;90;91;175;287;473;480,1;2;8;22;35;143;154;183;199;266;279;1084
P_104429,W_9560,12,1051;2154;2479;2531;2973;4870;4992;5205;5470;5769;12034;12385,412;423;876;1938;2508;2815;3086;3419;6529;7720;9181;9574,449;632;653;1110;1543;1603;1931;4007;4965;5186;5333;6625,887;1423;2101;2825;3298;5008;5289;5582;5770;5892;11579;11832,630;1178;1588;2891;3180;3791;4419;5022;6292;7088;8982;11127,1146;1379;2572;3203;3209;3709;4077;4108;5046;6779;9151;12048,1051;2154;2479;2531;2973;4870;4992;5205;5470;5769;12034;12385
P_104437,W_76174,12,3313;3702;4346;5288;5701;5888;6470;6608;6893;7724;9251;9396,1739;1975;2549;2826;2887;3361;4244;4692;5469;5580;7526;7553,2086;3263;4329;5949;5965;6850;7109;7145;7314;7446;7751;9101,4231;4407;4590;5081;5121;6383;6556;6897;7436;8112;9702;10120,279;837;1623;2358;2981;3486;3823;5745;6404;7316;8378;9962,2117;2369;2770;3901;4256;4702;5813;6119;6502;7126;8848;9676,3313;3702;4346;5288;5701;5888;6470;6608;6893;7724;9251;9396
P_104513,W_2558,12,44;95;187;247;337;425;442;530;812;928;2563;3484,256;343;783;832;998;1336;1520;1756;1781;2008;3249;6653,811;1643;1959;2176;2193;2938;3232;3273;4042;4346;4401;7111,89;122;306;322;427;581;625;865;887;1346;4395;5655,1;6;23;65;80;116;470;542;698;885;1560;3255,6;29;86;90;131;144;156;517;658;931;1165;3020,44;95;187;247;337;425;442;530;812;928;2563;3484
P_10456,W_2976,12,2;6;15;35;41;101;109;118;145;210;288;3643,26;28;189;374;608;654;760;764;1136;2231;2287;2544,26;28;60;216;448;550;668;1096;2011;3303;4387;7040,1;4;19;33;48;72;138;177;227;243;444;5811,23;42;100;114;178;245;263;388;491;895;1211;2338,7;14;29;36;54;108;126;189;194;310;519;2610,2;6;15;35;41;101;109;118;145;210;288;3643
P_104604,W_11014,12,532;1079;2443;3697;4345;6086;6192;6224;6623;7335;7764;13154,741;931;1364;1692;2056;3440;4479;5414;5771;5909;7016;8989,2717;2904;2937;4226;5354;5549;6212;6431;7934;8219;9224;11619,2265;3828;5797;6720;7201;8583;9849;10242;10546;10688;11136;13828,370;724;844;1862;1919;2255;2664;5821;6224;6557;6902;8748,376;1039;1669;1701;2069;2210;3915;5675;6127;6280;6698;11663,532;1079;2443;3697;4345;6086;6192;6224;6623;7335;7764;13154
P_104659,W_2673,12,59;233;251;558;823;846;876;2176;3143;4196;6081;8514,236;470;772;948;1375;2024;2068;2977;6349;7326;8048;9422,84;489;544;816;852;861;2346;2573;3247;3887;5379;9165,24;102;185;435;676;807;897;2365;2470;3181;5147;8000,17;45;149;216;217;393;462;528;1263;1622;4343;7902,31;142;143;167;393;504;527;1392;1405;2013;4848;8101,59;233;251;558;823;846;876;2176;3143;4196;6081;8514
P_104683,W_19789,12,10;13;17;23;28;34;86;137;146;1592;1695;4938,10;23;85;124;162;213;365;798;1562;3168;4987;5544,7;89;160;284;458;541;685;691;2027;2664;3172;7053,3;13;15;34;37;45;61;125;173;2103;2200;4412,4;60;89;114;127;132;147;177;407;768;1908;6511,4;16;18;29;36;37;68;179;520;539;969;5497,10;13;17;23;28;34;86;137;146;1592;1695;4938
P_104689,W_22556,12,48;113;126;130;132;184;199;299;652;1086;1416;3890,87;99;234;238;289;300;316;429;804;1508;2118;3733,15;69;92;93;216;257;263;326;351;408;906;8726,60;83;107;108;111;156;157;324;783;857;1691;4331,35;85;96;164;168;169;300;403;768;848;936;4002,20;67;78;104;128;164;254;321;474;951;1044;3730,48;113;126;130;132;184;199;299;652;1086;1416;3890
P_104716,W_27790,12,3;4;5;6;7;14;83;84;131;193;344;4226,1;2;6;8;38;64;77;193;326;358;692;8132,96;158;169;224;374;469;1075;1644;3289;4773;4965;10752,3;5;6;8;12;13;60;77;187;234;360;4395,8;9;33;41;52;69;95;112;117;202;226;1903,3;4;8;10;15;39;81;102;126;142;175;2848,3;4;5;6;7;14;83;84;131;193;344;4226
P_104733,W_10237,12,13;17;27;30;139;433;517;583;1333;1335;1814;4259,42;61;250;291;409;439;511;1089;1290;1741;5991;6073,122;528;584;779;1778;1868;2295;2450;2548;3024;3617;10825,42;59;81;132;451;1007;1142;1242;2265;2268;2866;5374,3;5;6;8;9;10;63;97;168;262;300;2903,4;7;17;19;34;37;52;148;179;183;1277;1658,13;17;27;30;139;433;517;583;1333;1335;1814;4259
P_104734,W_3270,12,3434;5163;6475;7647;8097;8891;9009;9924;11354;11603;12887;14071,2279;4325;4629;4772;5215;5568;6157;6943;7070;7924;11376;13042,2886;2904;3349;3440;4100;6651;8048;8474;8766;9148;10477;11714,3775;5791;7316;7424;7851;8616;8840;9280;12004;12497;13358;13604,394;2070;2216;2535;2684;4829;6382;7831;9042;9545;11624;12838,1126;3098;4223;4934;6618;7122;7971;8450;10867;11770;12612;13079,3434;5163;6475;7647;8097;8891;9009;9924;11354;11603;12887;14071
P_10476,W_3964,12,12;16;20;27;42;48;70;127;166;198;2377;5384,51;113;136;157;615;812;869;1295;1325;1893;3330;4526,140;570;973;1069;1295;1783;2503;3604;4030;4472;4627;5424,4;13;23;36;44;49;55;90;96;301;1489;5013,2;11;14;87;98;130;153;179;357;784;1172;1443,5;7;24;28;31;55;56;103;120;483;1208;2508,12;16;20;27;42;48;70;127;166;198;2377;5384
P_104780,W_5388,12,1;3;4;5;8;10;15;26;53;123;180;317,38;84;115;124;166;227;280;286;335;357;984;1037,7;26;147;278;373;459;503;504;610;882;1062;1421,1;2;5;6;7;8;20;44;48;106;120;244,5;8;12;45;59;61;62;74;109;184;220;494,1;4;7;12;14;19;20;27;74;89;217;284,1;3;4;5;8;10;15;26;53;123;180;317
